global_compound_id,source,source_compound_id,source_smiles,source_name,canonical_smiles,standard_inchikey,structure_parse_status
CMP_G000068,S3_P450Rdb,677,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,"5beta-cholestane-3alpha,7alpha-diol",CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,APYVEUGLZHAHDJ-UHFFFAOYSA-N,ok
CMP_G000069,S3_P450Rdb,127,CC(C)C1=C2C3CCC(=CC(C3(CCC2(CC1)C)C)O)CO,cyathadiol,CC(C)C1=C2C3CCC(CO)=CC(O)C3(C)CCC2(C)CC1,ARKJITGRSNWNOF-UHFFFAOYSA-N,ok
CMP_G000070,S1_RCSB,63,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)CCN(C)C)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C,,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)CCN(C)C)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C,ARTBSYNHBBHIBV-HSYQSNAQSA-N,ok
CMP_G000071,S3_P450Rdb,695,C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,Campestanol,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ARYTXMNEANMLMU-ATEDBJNTSA-N,ok
CMP_G000071,S8_PlantP450DB,250,C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,campestanol,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ARYTXMNEANMLMU-ATEDBJNTSA-N,ok
CMP_G000072,S3_P450Rdb,591,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,campestanol,CC(C)C(C)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,ARYTXMNEANMLMU-UHFFFAOYSA-N,ok
CMP_G000073,S3_P450Rdb,933,COC1=CC2=C(C=C1)C(=CN2)C[C@@H](C(=O)O)N,(2S)-2-amino-3-(6-methoxy-1H-indol-3-yl)propanoic acid,COc1ccc2c(C[C@H](N)C(=O)O)c[nH]c2c1,ASMBUJRMSWTSLE-JTQLQIEISA-N,ok
CMP_G000074,S3_P450Rdb,968,O=C(O)C(N)CC1=CNC=2C=C(OC)C=CC21,6-Methoxytryptophan,COc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,ASMBUJRMSWTSLE-UHFFFAOYSA-N,ok
CMP_G000075,S3_P450Rdb,525,CC(C)C1=CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C,Levopimaradiene,CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1C(C)(C)CCC[C@]21C,ASPVQUYRFYUDSC-CMKODMSKSA-N,ok
CMP_G000076,S3_P450Rdb,1241,C[C@@]12[C@@]([C@@H](CCCC(C)C)C)(CC[C@]1(C(=O)CCC2)[H])[H],"(1R,3aR,7aR)-1-[(1R)-1,5-Dimethylhexyl]octahydro-7a-methyl-4H-inden-4-one",CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,ATMUYWZMPLKPEJ-XLMAVXFVSA-N,ok
CMP_G000077,S3_P450Rdb,1313,C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)C=C,Ent-Sandaracopimaradien-3Beta-Ol,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,ATQOOBSXQVRQPY-GNVJSZRZSA-N,ok
CMP_G000077,S8_PlantP450DB,114,C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)C=C,3alpha-hydroxy-ent-sandaracopimaradiene,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,ATQOOBSXQVRQPY-GNVJSZRZSA-N,ok
CMP_G000077,S9_PCPD,508,C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)C=C,ent-sandaracopimaradien-3beta-ol,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,ATQOOBSXQVRQPY-GNVJSZRZSA-N,ok
CMP_G000078,S3_P450Rdb,897,CCC,"Propane (8CI, 9CI, ACI)",CCC,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,ok
CMP_G000078,S9_PCPD,123,CCC,propane,CCC,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,ok
CMP_G000079,S1_RCSB,175,CCCc1ccc(C(=O)O)cc1,,CCCc1ccc(C(=O)O)cc1,ATZHGRNFEFVDDJ-UHFFFAOYSA-N,ok
CMP_G000080,S8_PlantP450DB,20,C/C=C\1/CN2CCC3=C([C@@H]2C[C@@H]1C(C=O)C(=O)OC)NC4=CC=CC=C34,geissoschizine,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC,AUOFTPXWUVYOOQ-VJBMQPMPSA-N,ok
CMP_G000080,S9_PCPD,420,C/C=C\1/CN2CCC3=C([C@@H]2C[C@@H]1C(C=O)C(=O)OC)NC4=CC=CC=C34,geissoschizine,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC,AUOFTPXWUVYOOQ-VJBMQPMPSA-N,ok
CMP_G000081,S2_ESIBank,172,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,AURFZBICLPNKBZ-SYBPFIFISA-N,ok
CMP_G000082,S3_P450Rdb,559,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC,Lochnericine,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24,AUVZFRDLRJQTQF-KXEYLTKFSA-N,ok
CMP_G000082,S8_PlantP450DB,64,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC,lochnericine,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24,AUVZFRDLRJQTQF-KXEYLTKFSA-N,ok
CMP_G000083,S3_P450Rdb,657,C1=CN(C=C1)CCCCC(=O)O,5-pyrrol-1-ylpentanoic acid,O=C(O)CCCCn1cccc1,AVEVRCSCWPFBMP-UHFFFAOYSA-N,ok
CMP_G000084,S3_P450Rdb,1092,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoate",CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],AVKOENOBFIYBSA-WMPRHZDHSA-M,ok
CMP_G000084,S9_PCPD,352,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoate",CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],AVKOENOBFIYBSA-WMPRHZDHSA-M,ok
CMP_G000085,S2_ESIBank,256,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,AVKOENOBFIYBSA-WMPRHZDHSA-N,ok
CMP_G000086,S3_P450Rdb,1428,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,"Cholesta-5,24-Dien-3Beta-Ol",CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,AVSXSVCZWQODGV-DPAQBDIFSA-N,ok
CMP_G000087,S9_PCPD,222,CC1=C[C@H]2[C@@]3(CC[C@@H](C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)OC(=O)C)C,andrastin C,COC(=O)[C@@]12C(=O)C(C)=C(O)[C@]1(C)C(C)=C[C@H]1[C@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@H]3CC[C@@]12C,AWMJEDMVXAOTQZ-QUQNHZJXSA-N,ok
CMP_G000088,S3_P450Rdb,537,C=CCCCCCCC(=O)O,8-Nonenoic acid,C=CCCCCCCC(=O)O,AWQOXJOAQMCOED-UHFFFAOYSA-N,ok
CMP_G000089,S3_P450Rdb,1476,OCC=1C=CC(=CC1)C=2C=CC=CC2,"[1,1��-Biphenyl]-4-methanol (9CI, ACI)",OCc1ccc(-c2ccccc2)cc1,AXCHZLOJGKSWLV-UHFFFAOYSA-N,ok
CMP_G000090,S3_P450Rdb,1253,C1=CC2=C3C(=C1)C4=C5C=CC(=C4)C3=C5C=C2,Benzo(Alpha)Pyrene,c1cc2ccc3c4ccc5cc4c(c1)c2c53,AXFBAIOSECPASO-UHFFFAOYSA-N,ok
CMP_G000090,S9_PCPD,130,C1=CC2=C3C(=C1)C4=C5C=CC(=C4)C3=C5C=C2,Benzo(Alpha)Pyrene,c1cc2ccc3c4ccc5cc4c(c1)c2c53,AXFBAIOSECPASO-UHFFFAOYSA-N,ok
CMP_G000091,S2_ESIBank,6,N#CCc1ccc(O)cc1,,N#CCc1ccc(O)cc1,AYKYOOPFBCOXSL-UHFFFAOYSA-N,ok
CMP_G000091,S3_P450Rdb,684,C1=CC(=CC=C1CC#N)O,4-hydroxyphenylacetonitrile,N#CCc1ccc(O)cc1,AYKYOOPFBCOXSL-UHFFFAOYSA-N,ok
CMP_G000092,S3_P450Rdb,221,O=C(O)C(N)CC1=CNC2=CC=CC(C=3C=CN=CC3)=C21,4-(4-Pyridinyl)-L-tryptophan,NC(Cc1c[nH]c2cccc(-c3ccncc3)c12)C(=O)O,AYMSBKPUYIOUER-UHFFFAOYSA-N,ok
CMP_G000093,S3_P450Rdb,390,CN1CC[C@@]23C=C(C(=O)C=C2[C@@H]1CCC4=CC(=C(C(=C34)OC)OC)OC)OC,O-Methylandrocymbine,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,AYPIIWGCGUQVNZ-OYHNWAKOSA-N,ok
CMP_G000093,S8_PlantP450DB,70,CN1CC[C@@]23C=C(C(=O)C=C2[C@@H]1CCC4=CC(=C(C(=C34)OC)OC)OC)OC,O-methylandrocymbine,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,AYPIIWGCGUQVNZ-OYHNWAKOSA-N,ok
CMP_G000094,S3_P450Rdb,1122,C1CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O,Versicolorin B,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2CCO[C@@H]2O1,BABJNKGTTYCTOO-ULCDLSAGSA-N,ok
CMP_G000094,S9_PCPD,138,C1CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O,versicolorin B,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2CCO[C@@H]2O1,BABJNKGTTYCTOO-ULCDLSAGSA-N,ok
CMP_G000095,S3_P450Rdb,999,O=CC(N)CC=1C2=CC(=CC=C2N(C1C)C)C=3C=CN=CC3,"alpha-Amino-1,2-dimethyl-5-(4-pyridinyl)-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cc(-c3ccncc3)ccc2n1C,BABVMUKWYHHQCL-UHFFFAOYSA-N,ok
CMP_G000096,S1_RCSB,109,CCCCCCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,,CCCCCCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,BAHIJPSQSKWCJX-QHCPKHFHSA-N,ok
CMP_G000097,S3_P450Rdb,1178,C1CCCCC(=O)CCC1,cyclononanone,O=C1CCCCCCCC1,BAUZLFKYYIVGPM-UHFFFAOYSA-N,ok
CMP_G000098,S3_P450Rdb,891,CC1=CCC(CC1O)C(=C)C,Carveol,C=C(C)C1CC=C(C)C(O)C1,BAVONGHXFVOKBV-UHFFFAOYSA-N,ok
CMP_G000099,S3_P450Rdb,1,CC(=O)OC1CC2C(OC(=O)CC(C2(C3C1(C4=CCC(C4(CC3)C)C(CC(C5C(O5)(C)C)O)CO)C)C)OC(=O)C)(C)C,"(1R,2R,3S,8R,10R,11R,15S,16S)-3-(acetyloxy)-15-[(4R)-4-[(2S)-3,3-dimethyloxiran-2-yl]-1,4-dihydroxybutan-2-yl]-2,7,7,11,16-pentamethyl-5-oxo-6-oxatetracyclo[9.7.0.0(2,8).0(12,16)]octadec-12-en-10-yl acetate",CC(=O)OC1CC2C(C)(C)OC(=O)CC(OC(C)=O)C2(C)C2CCC3(C)C(=CCC3C(CO)CC(O)C3OC3(C)C)C12C,BBCQAEMIGQXEIR-UHFFFAOYSA-N,ok
CMP_G000100,S3_P450Rdb,1254,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,BBEAQIROQSPTKN-UHFFFAOYSA-N,ok
CMP_G000100,S9_PCPD,114,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,BBEAQIROQSPTKN-UHFFFAOYSA-N,ok
CMP_G000101,S2_ESIBank,339,CC1=C(SCCCCS)C(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C(=O)O,,CC1=C(SCCCCS)C(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C(=O)O,BBJQYCGIARABGM-IGOCJVNJSA-N,ok
CMP_G000102,S3_P450Rdb,909,CCCCCCCO,Heptanol,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,ok
CMP_G000103,S3_P450Rdb,524,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCCC3(C)C)C,Abietadiene,CC(C)C1=CC2=CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,BBPXZLJCPUPNGH-CMKODMSKSA-N,ok
CMP_G000104,S2_ESIBank,363,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],BBQDLDVSEDAYAA-AATRIKPKSA-N,ok
CMP_G000105,S1_RCSB,183,O=C(O)c1ccc(F)cc1,,O=C(O)c1ccc(F)cc1,BBYDXOIZLAWGSL-UHFFFAOYSA-N,ok
CMP_G000106,S3_P450Rdb,1132,C=1C=CC2=C(C1)N(C=3C=CC=CC3CC2)CCCN(C)C,Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,ok
CMP_G000107,S3_P450Rdb,912,CCCO,Propanol,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,ok
CMP_G000108,S3_P450Rdb,484,O=C(O)CCCCCCCC(=O)O,Azelaic acid,O=C(O)CCCCCCCC(=O)O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,ok
CMP_G000108,S3_P450Rdb,532,C(CCCC(=O)O)CCCC(=O)O,Azelaic acid,O=C(O)CCCCCCCC(=O)O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,ok
CMP_G000109,S1_RCSB,33,O=C1N[C@@H](Cc2c[nH]c3cccc(F)c23)C(=O)N2CCC[C@@H]12,,O=C1N[C@@H](Cc2c[nH]c3cccc(F)c23)C(=O)N2CCC[C@@H]12,BDTWCDGKPNOPEO-STQMWFEESA-N,ok
CMP_G000110,S2_ESIBank,357,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@@H](CC(C)C)C(=O)O,,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@@H](CC(C)C)C(=O)O,BDUIIOHQSYPXRT-CLDKDVBBSA-N,ok
CMP_G000111,S3_P450Rdb,1412,C[C@H]1CCC/C=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C,Epothilone C,C/C(=C\c1csc(C)n1)[C@@H]1C/C=C\CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,BEFZAMRWPCMWFJ-QJKGZULSSA-N,ok
CMP_G000112,S3_P450Rdb,316,O=C(O)C(N)CC=1C=2C=CC=C(C2NC1C)C3CC3,7-Cyclopropyl-2-methyltryptophan,Cc1[nH]c2c(C3CC3)cccc2c1CC(N)C(=O)O,BEGKRCKLJNQZDV-UHFFFAOYSA-N,ok
CMP_G000113,S1_RCSB,75,CC12CCC(CC1)C2(C)C,,CC12CCC(CC1)C2(C)C,BEWYHVAWEKZDPP-UHFFFAOYSA-N,ok
CMP_G000113,S2_ESIBank,329,CC12CCC(CC1)C2(C)C,,CC12CCC(CC1)C2(C)C,BEWYHVAWEKZDPP-UHFFFAOYSA-N,ok
CMP_G000113,S3_P450Rdb,746,CC1(C2CCC1(CC2)C)C,Bornane,CC12CCC(CC1)C2(C)C,BEWYHVAWEKZDPP-UHFFFAOYSA-N,ok
CMP_G000114,S3_P450Rdb,1012,O=CC(N)CC=1C=2C=C(Br)C=CC2N(C1C)C,"alpha-Amino-5-bromo-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cc(Br)ccc2n1C,BFCNVWLYLMVEGK-UHFFFAOYSA-N,ok
CMP_G000115,S3_P450Rdb,770,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,"(15S)-Hydroperoxy-(5Z,8Z,11Z,13E)-Eicosatetraenoate",CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,BFWYTORDSFIVKP-VAEKSGALSA-M,ok
CMP_G000115,S9_PCPD,291,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,"(15S)-Hydroperoxy-(5Z,8Z,11Z,13E)-Eicosatetraenoate",CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,BFWYTORDSFIVKP-VAEKSGALSA-M,ok
CMP_G000116,S2_ESIBank,230,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,BFWYTORDSFIVKP-VAEKSGALSA-N,ok
CMP_G000117,S2_ESIBank,170,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,BFZHCUBIASXHPK-ATWVFEABSA-N,ok
CMP_G000118,S2_ESIBank,262,COc1c2ccoc2cc2oc(=O)ccc12,,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,ok
CMP_G000118,S9_PCPD,359,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,bergapten,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,ok
CMP_G000119,S3_P450Rdb,1110,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C=O,(25R)-3-Oxocholest-4-En-26-Al,C[C@H](CCC[C@@H](C)C=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BGGFPZPRXRJKGG-LUZKGJLSSA-N,ok
CMP_G000120,S3_P450Rdb,1106,C[C@@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C=O,(25S)-3-Oxocholest-4-En-26-Al,C[C@H](C=O)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BGGFPZPRXRJKGG-NYJSJAOLSA-N,ok
CMP_G000121,S3_P450Rdb,488,CCCCCCCCCCCCCC,Tetradecane,CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N,ok
CMP_G000122,S3_P450Rdb,1059,CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O)O,Prostaglandin A1,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,BGKHCLZFGPIKKU-LDDQNKHRSA-N,ok
CMP_G000122,S9_PCPD,313,CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O)O,Prostaglandin A1,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,BGKHCLZFGPIKKU-LDDQNKHRSA-N,ok
CMP_G000123,S3_P450Rdb,668,COC1=CC=C(C=C1)CCCCC(=O)O,5-(4-methoxyphenyl)pentanoic acid,COc1ccc(CCCCC(=O)O)cc1,BGPOHJSGSYVQSU-UHFFFAOYSA-N,ok
CMP_G000124,S9_PCPD,3,C/C=C/C(=O)C1=C(CCCC1(C)C)C,beta-damascone,C/C=C/C(=O)C1=C(C)CCCC1(C)C,BGTBFNDXYDYBEY-FNORWQNLSA-N,ok
CMP_G000125,S2_ESIBank,35,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,BGVUIJDZTQIJIO-AZUAARDMSA-N,ok
CMP_G000125,S3_P450Rdb,84,CC(C)C1=CCC2=C(C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C,Miltiradiene,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,BGVUIJDZTQIJIO-AZUAARDMSA-N,ok
CMP_G000125,S8_PlantP450DB,120,CC(C)C1=CCC2=C(C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C,miltiradiene,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,BGVUIJDZTQIJIO-AZUAARDMSA-N,ok
CMP_G000125,S9_PCPD,460,CC(C)C1=CCC2=C(C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C,miltiradiene,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,BGVUIJDZTQIJIO-AZUAARDMSA-N,ok
CMP_G000126,S2_ESIBank,87,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-HNNXBMFYSA-N,ok
CMP_G000126,S3_P450Rdb,426,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(S)-Reticuline,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-HNNXBMFYSA-N,ok
CMP_G000126,S8_PlantP450DB,144,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(S)-reticuline,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-HNNXBMFYSA-N,ok
CMP_G000126,S9_PCPD,540,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(S)-Reticuline,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-HNNXBMFYSA-N,ok
CMP_G000127,S2_ESIBank,93,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-OAHLLOKOSA-N,ok
CMP_G000127,S3_P450Rdb,433,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(R)-Reticuline,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-OAHLLOKOSA-N,ok
CMP_G000127,S8_PlantP450DB,208,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(R)-reticuline,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-OAHLLOKOSA-N,ok
CMP_G000127,S9_PCPD,539,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(R)-Reticuline,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-OAHLLOKOSA-N,ok
CMP_G000128,S3_P450Rdb,937,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,"(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,ok
CMP_G000129,S3_P450Rdb,124,CC1=CC[C@@H]2C(=C(C)C)CC[C@]2(CC1)C,"Dauca-4,7-Diene",CC1=CC[C@@H]2C(=C(C)C)CC[C@@]2(C)CC1,BHSLMCXELUOVBY-HUUCEWRRSA-N,ok
CMP_G000129,S9_PCPD,182,CC1=CC[C@@H]2C(=C(C)C)CC[C@]2(CC1)C,"dauca-4,7-diene",CC1=CC[C@@H]2C(=C(C)C)CC[C@@]2(C)CC1,BHSLMCXELUOVBY-HUUCEWRRSA-N,ok
CMP_G000130,S3_P450Rdb,1403,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Taurochenodeoxycholate,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BHTRKEVKTKCXOH-BJLOMENOSA-N,ok
