substrate_idx,cid,in_any_split,pubchem_conformer_count_3d,pubchem_isomeric_smiles,pubchem_inchikey,pubchem_heavy_atoms,pubchem_rotatable_bonds,inchikey_match
1239,5284373,1,0,,PMATZTZNYRCHOR-CGLBZJNRSA-N,85,15,1
1240,2909,1,0,,PMATZTZNYRCHOR-UHFFFAOYSA-N,85,15,1
1241,24883466,1,0,,PMATZTZNYRCHOR-VJRYSDSKSA-N,85,15,1
1242,87513,1,6,,PMIAMRAWHYEPNH-UHFFFAOYSA-N,11,3,1
1243,637540,1,3,,PMOWTIHVNWZYFI-AATRIKPKSA-N,12,2,1
1244,82665251,1,10,,PNIUCOYTSLXOJU-UHFFFAOYSA-N,17,3,1
1245,10497532,1,10,,PNXFFKUHKIBRIX-QMQPWKDKSA-N,20,3,1
1246,22183158,1,0,,POMQYTSPMKEQNB-UHFFFAOYSA-M,21,15,1
1247,5282907,1,0,,POMQYTSPMKEQNB-UHFFFAOYSA-N,21,16,1
1248,4149208,1,10,,POULHZVOKOAJMA-UHFFFAOYSA-M,14,9,1
1249,3893,1,10,,POULHZVOKOAJMA-UHFFFAOYSA-N,14,10,1
1250,28417,1,1,,POZRVZJJTULAOH-LHZXLZLDSA-N,25,1,1
1251,7501,1,1,,PPBRXRYQALVLMV-UHFFFAOYSA-N,8,1,1
1252,10326,1,1,,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,9,0,1
1253,,1,,,,,,
1254,5839,1,3,,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,26,3,1
1255,6442554,1,6,,PQTMZYKTDFKGKV-UUMJGGROSA-N,21,4,1
1256,5756,1,1,,PROQIPRRNZUXQM-ZXXIGWHRSA-N,21,0,1
1257,13966146,1,2,,PRYXPGFZVGZNBL-ADLFWFRXSA-N,22,1,1
1258,122499655,1,10,,PSCBHADPJJAAOV-UHFFFAOYSA-N,18,4,1
1259,156580519,1,1,,PSHUZQHBLAPAMD-KFCOXGNHSA-N,30,0,1
1260,82663200,1,10,,PSHVQRAJPMJIFU-UHFFFAOYSA-N,17,3,1
1261,3961,1,10,,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,30,8,1
1262,638014,1,7,,PSQYTAPXSHCGMF-BQYQJAHWSA-N,14,2,1
1263,26955,1,7,,PSQYTAPXSHCGMF-UHFFFAOYSA-N,14,2,1
1264,58335290,1,10,,PSXVDLDCPWZLHQ-UHFFFAOYSA-N,12,3,1
1265,101761,1,1,,PSZDOEIIIJFCFE-OSQDELBUSA-N,32,1,1
1266,470261,1,10,,PSZDOEIIIJFCFE-QXSRUYARSA-N,32,1,1
1267,13798088,1,10,,PTJFJXLGRSTECQ-JBFSVTFBSA-N,25,15,1
1268,5280745,1,10,,PTJFJXLGRSTECQ-PSPARDEHSA-N,25,15,1
1269,5280535,1,3,,PTNLHDGQWUGONS-OWOJBTEDSA-N,11,2,1
1270,21760959,1,10,,PTUMKQUZCDYESZ-UHFFFAOYSA-N,10,2,1
1271,78161185,1,10,,PTYXOLTZOUXIKI-UHFFFAOYSA-M,22,13,1
1272,36679,1,10,,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,15,2,1
1273,938,1,2,,PVNIIMVLHYAWGP-UHFFFAOYSA-N,9,1,1
1274,15550917,1,10,,PVOJYSFEGXLAHU-UHFFFAOYSA-N,18,3,1
1275,101600091,1,10,,PVTQTOGPOPGQGE-SAMSIYEGSA-N,25,11,1
1276,122499571,1,10,,PVTRXKIEZKJJHC-UHFFFAOYSA-N,18,3,1
1277,12035,1,10,,PWKSKIMOESPYIA-BYPYZUCNSA-N,10,3,1
1278,22859864,1,10,,PXEKBQAJOBYINU-BYPYZUCNSA-N,9,3,1
1279,71296186,1,3,,PXMCURAOQSNMOZ-MDKMTUDGSA-N,16,1,1
1280,5312348,1,10,,PXMIDIKFWCXFNC-UHFFFAOYSA-N,16,8,1
1281,6440493,1,10,,PXURTMJWRXVZEJ-SYDSVXEMSA-N,38,7,1
1282,52940144,1,0,,PYBWSGBQPKXKOQ-UHFFFAOYSA-M,25,20,1
1283,11213350,1,8,,PYXFVCFISTUSOO-HKUCOEKDSA-N,33,4,1
1284,9920281,1,8,,PYXFVCFISTUSOO-VUFVRDRTSA-N,33,4,1
1285,220329,1,10,,PZGADOOBMVLBJE-UHFFFAOYSA-N,11,2,1
1286,,1,,,,,,
1287,,1,,,,,,
1288,122499551,1,10,,PZYMJZRONDOPNT-UHFFFAOYSA-N,19,4,1
1289,10634,1,1,,QADHLRWLCPCEKT-LOVVWNRFSA-N,21,0,1
1290,122499635,1,10,,QAMPBSKBMZCILI-UHFFFAOYSA-N,22,4,1
1291,3830,1,10,,QANMHLXAZMSUEX-UHFFFAOYSA-N,16,3,1
1292,102272667,1,2,,QAWFXVRKHGTJOX-GTWBZJPCSA-N,24,1,1
1293,735842,1,10,,QAXPUWGAGVERSJ-VOTSOKGWSA-N,15,4,1
1294,134259617,1,10,,QBJMIRCUPDFQFU-UHFFFAOYSA-N,23,4,1
1295,5910,1,10,,QCHFTSOMWOSFHM-WPRPVWTQSA-N,15,3,1
1296,64956,1,10,,QCHPKSFMDHPSNR-UHFFFAOYSA-N,7,2,1
1297,88337,1,6,,QCIWHVKGVVQHIY-UHFFFAOYSA-N,15,2,1
1298,122499638,1,10,,QEAFJJDBOFSOBM-UHFFFAOYSA-N,19,4,1
1299,82389803,1,10,,QEAJMPKQYIGBTJ-UHFFFAOYSA-N,17,3,1
1300,9855795,1,6,,QEBNYNLSCGVZOH-NFAWXSAZSA-N,15,1,1
1301,11160025,1,6,,QEBNYNLSCGVZOH-UMVBOHGHSA-N,15,1,1
1302,452967,1,2,,QFVOYBUQQBFCRH-VQSWZGCSSA-N,23,1,1
1303,441302,1,1,,QGXBDMJGAMFCBF-LUJOEAJASA-N,21,0,1
1304,222,1,1,,QGZKDVFQNNGYKY-UHFFFAOYSA-N,1,0,1
1305,223,1,1,,QGZKDVFQNNGYKY-UHFFFAOYSA-O,1,0,1
1306,443485,1,2,,QHDGSWAXTYWVOP-ZNWBIBPKSA-N,21,0,1
1307,167714262,1,10,,QHFFEBFSFYNLNZ-KBPBESRZSA-N,22,2,1
1308,91828281,1,10,,QIBLFDGXKLKYFD-HNFKANRHSA-N,30,6,1
1309,439528,1,10,,QIEKMEBGIJSGGB-UHFFFAOYSA-N,20,4,1
1310,7055,1,1,,QIMMUPPBPVKWKM-UHFFFAOYSA-N,11,0,1
1311,3033836,1,0,,QIQXTHQIDYTFRH-UHFFFAOYSA-M,20,15,1
1312,5281,1,0,,QIQXTHQIDYTFRH-UHFFFAOYSA-N,20,16,1
1313,1148,1,10,,QIVBCDIJIAJPQS-UHFFFAOYSA-N,15,3,1
1314,6305,1,10,,QIVBCDIJIAJPQS-VIFPVBQESA-N,15,3,1
1315,,1,,,,,,
1316,11246062,1,10,,QJCZWAGFDPHLHZ-QUMQEAAQSA-N,28,6,1
1317,72767361,1,10,,QJCZWAGFDPHLHZ-UHFFFAOYSA-N,28,6,1
1318,10027372,1,0,,QJDNHGXNNRLIGA-DOFZRALJSA-N,34,17,1
1319,75942,1,10,,QJRRBVNPIKYRQJ-UHFFFAOYSA-N,14,9,1
1320,122499527,1,10,,QKDPUNQOGYAMQA-UHFFFAOYSA-N,22,4,1
1321,9547280,1,4,,QKSLGXKBRJBRQD-NKLFQLIUSA-N,26,4,1
1322,,1,,,,,,
1323,146020564,1,10,,QLYLWUHZTOECNX-ROUUACIJSA-N,26,4,1
1324,67068104,1,10,,QMFSCUAGBBNBNR-UHFFFAOYSA-N,27,3,1
1325,13275083,1,5,,QMGRIKXSRSSPKW-UHFFFAOYSA-N,14,1,1
1326,441071,1,1,,QMGVPVSNSZLJIA-FVWCLLPLSA-N,25,0,1
1327,5304,1,0,,QMGVPVSNSZLJIA-UHFFFAOYSA-N,25,0,1
1328,92825,1,1,,QMHCWDVPABYZMC-MYPRUECHSA-N,34,2,1
1329,8842,1,10,,QMVPMAAFGQKVCJ-UHFFFAOYSA-N,11,5,1
1330,,1,,,,,,
1331,10503251,1,2,,QNQXRLNOOGRQEB-FUJFFIKUSA-N,33,1,1
1332,12297,1,10,,QNVRIHYSUZMSGM-UHFFFAOYSA-N,7,3,1
1333,82390333,1,10,,QNVUDNLVECOKBE-UHFFFAOYSA-N,17,3,1
1334,562691,1,10,,QPDMOMIYLJMOQJ-UHFFFAOYSA-N,19,4,1
1335,5461147,1,10,,QPHSFUGCBGILSS-QMMMGPOBSA-N,15,4,1
1336,168007568,1,10,,QPLXYEHYTUWHNG-TYVCBRTJSA-N,23,5,1
1337,7002,1,1,,QPUYECUOLPXSFR-UHFFFAOYSA-N,11,0,1
1338,122499572,1,10,,QQBADSPXYKXLGU-UHFFFAOYSA-N,18,4,1
1339,11988279,1,7,,QQIOPZFVTIHASB-IMUDCKKOSA-N,29,5,1
1340,82663702,1,10,,QQMJBQSKXDMUPD-UHFFFAOYSA-N,17,3,1
1341,85660888,1,0,,QQPPQQNYVDYNAA-UHFFFAOYSA-N,32,5,1
1342,102515372,1,10,,QQPPQQNYVDYNAA-VKTWQGKFSA-N,32,5,1
1343,177555585,1,10,,QQTJJVCEXLHBQA-APSNUPSMSA-N,26,10,1
1344,5283170,1,10,,QQUFCXFFOZDXLA-GTYUHVKWSA-N,24,15,1
1345,9548880,1,10,,QQUFCXFFOZDXLA-VYOQERLCSA-N,24,15,1
1346,,1,,,,,,
1347,446337,1,2,,QQXLDOJGLXJCSE-KNVOCYPGSA-N,10,0,1
1348,72757,1,1,,QRCGFTXRXYMJOS-UHFFFAOYSA-N,11,0,1
1349,122499645,1,10,,QRFMRHGZPITZEO-UHFFFAOYSA-N,19,4,1
1350,12500,1,1,,QROGIFZRVHSFLM-UHFFFAOYSA-N,9,1,1
1351,65126,1,1,,QRYRORQUOLYVBU-VBKZILBWSA-N,24,2,1
1352,,1,,,,,,
1353,589768,1,10,,QSHLMQDRPXXYEE-UHFFFAOYSA-N,16,3,1
1354,878,1,1,,LSDPWZHWYPCBBB-UHFFFAOYSA-N,2,0,0
1355,20330,1,10,,QTDXSEZXAPHVBI-UHFFFAOYSA-N,10,1,0
1356,99475,1,3,,QTVNPWWLYMFLEI-UIALTGQGSA-N,23,1,1
1357,92729,1,10,,QUEDXNHFTDJVIY-DQCZWYHMSA-N,30,12,1
1358,122499659,1,10,,QUEXETADEQSXQW-UHFFFAOYSA-N,18,4,1
1359,6432211,1,2,,QUUCYKKMFLJLFS-AZUAARDMSA-N,20,1,1
1360,101689778,1,10,,QVUYXFFTZMKSBG-CHHXPKDJSA-N,22,14,1
1361,87347015,1,10,,QVUYXFFTZMKSBG-VHRJKPHESA-N,22,14,1
1362,2477,1,10,,QWCRAEMEVRGPNT-UHFFFAOYSA-N,28,6,1
1363,83763814,1,10,,QWFFFMCJAHOPIM-UHFFFAOYSA-N,17,3,1
1364,85721476,1,9,,QWHLJPZBBDRNAT-UHFFFAOYSA-N,16,2,1
1365,51548332,1,10,,QWJKEQVWXSYDJA-VOQCIKJUSA-N,13,2,1
1366,440991,1,10,,QWRYPHZJTWQLFX-UHFFFAOYSA-N,18,2,1
1367,,1,,,,,,
1368,4114,1,1,,QXKHYNVANLEOEG-UHFFFAOYSA-N,16,1,1
1369,442027,1,1,,QXNWVJOHUAQHLM-AZUAARDMSA-N,21,1,1
1370,15102684,1,10,,QXTUQXRFEBHUBA-DYLOANJQSA-N,24,2,1
1371,6665,1,5,,QYIXCDOBOSTCEI-QCYZZNICSA-N,28,5,1
1372,3035211,1,10,,QYKQWFZDEDFELK-UHFFFAOYSA-N,15,3,1
1373,6221,1,8,,QYSXJUFSXHHAJI-RWDMXNMGSA-N,28,6,1
1374,2735,1,0,,QYSXJUFSXHHAJI-UHFFFAOYSA-N,28,6,1
1375,5280795,1,8,,QYSXJUFSXHHAJI-YRZJJWOYSA-N,28,6,1
1376,5202,1,5,,QZAYGJVTTNCVMB-UHFFFAOYSA-N,13,2,1
1377,5461021,1,0,,QZZGJDVWLFXDLK-UHFFFAOYSA-M,26,21,1
1378,122499546,1,10,,RAAXSGSFRXZXSO-HNNXBMFYSA-N,21,4,1
1379,134259601,1,10,,RAAXSGSFRXZXSO-UHFFFAOYSA-N,21,4,1
1380,67613,1,4,,RATSANVPHHXDCT-UHFFFAOYSA-N,14,2,1
1381,67163557,1,10,,RBEVPSQYXRYXOB-UHFFFAOYSA-N,18,8,1
1382,560461,1,10,,RBRLRKACDFDWRL-UHFFFAOYSA-N,14,7,1
1383,122499664,1,10,,RBZZNSAGTRMYOS-UHFFFAOYSA-N,18,4,1
1384,29339,1,6,,RCEJCSULJQNRQQ-UHFFFAOYSA-N,6,1,1
1385,36314,1,0,,RCINICONZNJXQF-MZXODVADSA-N,62,14,1
1386,12738459,1,10,,RCWBNRFYQJOGPL-UHFFFAOYSA-N,14,6,1
1387,7519,1,1,,RDOXTESZEPMUJZ-UHFFFAOYSA-N,8,1,1
1388,10364,1,3,,RECUKUPTGUEGMW-UHFFFAOYSA-N,11,1,1
1389,160705,1,2,,RFDMNXDDRXVJTM-RQUSPXKASA-N,28,3,1
1390,7239,1,1,,RFFLAFLAYFXFSW-UHFFFAOYSA-N,8,0,1
1391,10106,1,3,,RFFOTVCVTJUTAD-UHFFFAOYSA-N,11,1,1
1392,53427338,1,10,,RGJSGXNKRWWCOQ-UHFFFAOYSA-N,22,15,1
1393,86289490,1,3,,RGLTYROISYBKIW-BDUQCRIQSA-N,22,1,1
1394,448537,1,3,,RGLYKWWBQGJZGM-ISLYRVAYSA-N,20,4,1
1395,,1,,,,,,
1396,9253,1,1,,RGSFGYAAUTVSQA-UHFFFAOYSA-N,5,0,1
1397,68167,1,10,,RGTIBVZDHOMOKC-UHFFFAOYSA-N,20,13,1
1398,5370536,1,6,,RHBGITBPARBDPH-ZPUQHVIOSA-N,16,3,1
1399,122499563,1,10,,RHFFXDXZOGHLSW-UHFFFAOYSA-N,17,3,1
1400,,1,,,,,,
1401,6438508,1,1,,RIVKDDXPCFBMOV-KPKOZXNESA-N,22,1,1
1402,139,1,0,,RIVQQZVHIVNQFH-UHFFFAOYSA-N,30,5,1
1403,160520,1,6,,RIVQQZVHIVNQFH-XJZYBRFWSA-N,30,5,1
1404,5994,1,2,,RJKFOVLPORLFTN-LEKSSAKUSA-N,23,1,1
1405,4920,1,0,,RJKFOVLPORLFTN-UHFFFAOYSA-N,23,1,1
1406,13652,1,4,,RJTJVVYSTUQWNI-UHFFFAOYSA-N,12,1,1
1407,,1,,,,,,
1408,40473138,1,10,,RLCKHJSFHOZMDR-GBESFXJTSA-N,22,14,1
1409,11966211,1,10,,RLCKHJSFHOZMDR-UHFFFAOYSA-M,22,13,1
1410,26840,1,10,,RLCKHJSFHOZMDR-UHFFFAOYSA-N,22,14,1
1411,342,1,1,,RLSSMJSEOOYNOY-UHFFFAOYSA-N,8,0,1
1412,53441228,1,10,,RLVWWNBRWFEDBB-UHFFFAOYSA-N,18,4,1
1413,,1,,,,,,
1414,82663201,1,10,,RMLGGDCZADYCMJ-UHFFFAOYSA-N,17,3,1
1415,,1,,,,,,
1416,6106,1,3,,ROHFNLRQFUQHCH-YFKPBYRVSA-N,9,3,1
1417,86289735,1,10,,RPDSFBJYUHLDNI-MHMDBQTNSA-M,23,6,1
1418,86289736,1,10,,RPDSFBJYUHLDNI-MHMDBQTNSA-N,23,7,1
1419,100485,1,10,,RPIWRSVHAHNACM-UHFFFAOYSA-N,13,2,1
1420,443638,1,4,,RPKUCYSGAXIESU-ABLWVSNPSA-N,20,1,1
1421,590960,1,3,,RPVGEEHGKIFQFO-UHFFFAOYSA-N,10,1,1
1422,14165900,1,7,,RROMSRXZXPWQPJ-QEEHTWDDSA-N,20,1,1
1423,160478,1,1,,XNPCAGMCQDGQKK-UHFFFAOYSA-N,15,0,0
1424,14257,1,10,,RSJKGSCJYJTIGS-UHFFFAOYSA-N,11,8,1
1425,92109,1,2,,RSQSQJNRHICNNH-NFMPGMCNSA-N,24,1,1
1426,803,1,10,,RSTKLPZEZYGQPY-UHFFFAOYSA-N,15,3,1
1427,90657346,1,10,,RSVUVHWOGWOXAY-BQULMBIYSA-M,18,1,1
1428,90657347,1,10,,RSVUVHWOGWOXAY-BQULMBIYSA-N,18,2,1
1429,819020,1,3,,RSWBWHPZXKLUEX-VOTSOKGWSA-N,12,2,1
1430,10569,1,4,,RSWGJHLUYNHPMX-ONCXSQPRSA-N,22,2,1
1431,73281,1,10,,RTCOGUMHFFWOJV-UHFFFAOYSA-N,28,6,1
1432,5281607,1,1,,RTIXKCRFFJGDFG-UHFFFAOYSA-N,19,1,1
1433,1551219,1,4,,RTSIUKMGSDOSTI-SNAWJCMRSA-N,12,2,1
1434,122499561,1,10,,RTYBDAQAVXTPDJ-UHFFFAOYSA-N,17,3,1
1435,9548590,1,7,,RUDATBOHQWOJDD-BSWAIDMHSA-M,28,3,1
1436,10133,1,5,,RUDATBOHQWOJDD-BSWAIDMHSA-N,28,4,1
1437,31401,1,5,,RUDATBOHQWOJDD-UZVSRGJWSA-N,28,4,1
1438,16441,1,4,,RUMOYJJNUMEFDD-UHFFFAOYSA-N,11,2,1
1439,14357385,1,10,,RUPUUZZJJXCDHS-HNNXBMFYSA-N,24,4,1
1440,637563,1,2,,RUVINXPYWBROJD-ONEGZZNKSA-N,11,2,1
1441,54687243,1,1,,RUXHWBMJNBBYNL-UHFFFAOYSA-N,7,0,1
1442,3102,1,1,,RWCCWEUUXYIKHB-UHFFFAOYSA-N,14,2,1
1443,6450029,1,10,,RWKJTIHNYSIIHW-MEBVTJQTSA-N,22,14,1
1444,25200981,1,10,,RWKJTIHNYSIIHW-UHFFFAOYSA-M,22,13,1
1445,12305221,1,3,,RWNHLTKFBKYDOJ-JEERONPWSA-N,35,2,1
1446,70705,1,10,,RWNJOXUVHRXHSD-UHFFFAOYSA-N,9,5,1
1447,154586123,1,10,,RWQXKZBEXSHTGG-GDNBJRDFSA-N,20,6,1
1448,25050817,1,10,,RWRMHXUTXNHHID-UHFFFAOYSA-N,15,6,1
1449,124886,1,10,,RWSXRVCMGQZWBV-WDSKDSINSA-N,20,9,1
1450,5372945,1,10,,RXGUTQNKCXHALN-BJMVGYQFSA-N,21,5,1
1451,122499625,1,10,,RXJAINXLABJKTR-UHFFFAOYSA-N,18,4,1
1452,75182,1,5,,RYAQFHLUEMJOMF-UHFFFAOYSA-N,16,3,1
1453,9993091,1,7,,RYBXJAJHOPCXHS-RDUHTLEXSA-N,19,3,1
1454,638296,1,1,,RYFFZJHGQCKWMV-YUNKPMOVSA-N,27,0,1
1455,181567,1,10,,RYFZBPVMVYTEKZ-KBPBESRZSA-N,21,2,1
1456,11659211,1,10,,RYFZBPVMVYTEKZ-KGLIPLIRSA-N,21,2,1
1457,36688661,1,10,,RYFZBPVMVYTEKZ-ZIAGYGMSSA-N,21,2,1
1458,,1,,,,,,
1459,16562,1,10,,RZILCCPWPBTYDO-UHFFFAOYSA-N,16,1,1
1460,11635,1,10,,RZJRJXONCZWCBN-UHFFFAOYSA-N,18,15,1
1461,54697562,1,10,,RZNMCGWGYUMEOL-HTKXOECOSA-N,27,7,1
1462,167685,1,3,,RZPAXNJLEKLXNO-GFKLAVDKSA-N,29,5,1
1463,107724,1,5,,RZPAXNJLEKLXNO-UKNNTIGFSA-N,29,5,1
1464,636806,1,10,,RZTAMFZIAATZDJ-OAHLLOKOSA-N,25,6,1
1465,,1,,,,,,
1466,168315244,1,0,,SAQNYTQFLPVTNJ-WVWHXSDJSA-N,36,1,0
1467,172429328,1,0,,SBDJLLLZXXCPAH-SPRIUAQDSA-O,42,2,1
1468,440735,1,10,,SBHXYTNGIZCORC-ZDUSSCGKSA-N,21,1,1
1469,13475125,1,6,,SBSXXCCMIWEPEE-GZKYLSGOSA-N,32,5,1
1470,13475120,1,6,,SBSXXCCMIWEPEE-SELDZKRUSA-N,32,5,1
1471,,1,,,,,,
1472,163358865,1,3,,SCJZVZRWMAAWIK-IMWBZJKQSA-N,37,8,1
1473,5280666,1,6,,SCZVLDHREVKTSH-UHFFFAOYSA-N,22,2,1
1474,253994,1,10,,SDLILULALIDNSO-UHFFFAOYSA-N,20,6,1
1475,90909513,1,0,,SDOUORKJIJYJNW-UHFFFAOYSA-N,38,10,1
1476,11049418,1,1,,SDTZNNOXVFJOFR-YOJVQXBKSA-N,37,1,1
1477,5461012,1,10,,SECPZKHBENQXJG-FPLPWBNLSA-M,18,12,1
1478,445638,1,10,,SECPZKHBENQXJG-FPLPWBNLSA-N,18,13,1
1479,802,1,6,,SEOVTRFCIGRIMH-UHFFFAOYSA-N,13,2,1
1480,5362858,1,10,,SEWWFHKIKWFJNV-GQCTYLIASA-N,7,2,1
1481,170814,1,5,,SEWWFHKIKWFJNV-UHFFFAOYSA-N,7,2,1
1482,12917320,1,10,,SEWWFHKIKWFJNV-WHEKYOLUSA-N,7,2,1
1483,5362772,1,10,,SEWWFHKIKWFJNV-XQRVVYSFSA-N,7,2,1
1484,146672911,1,2,,SFKVYZKKPMSRCR-JBOWGTNDSA-M,19,0,1
1485,102521331,1,10,,SFMXERXHLMKNPQ-HNNXBMFYSA-N,21,4,1
1486,122499549,1,10,,SFMXERXHLMKNPQ-UHFFFAOYSA-N,21,4,1
1487,10329619,1,10,,SFSJZXMDTNDWIX-YFKPBYRVSA-N,10,5,1
1488,15595,1,10,,SFVWPXMPRCIVOK-UHFFFAOYSA-N,13,0,1
1489,173183,1,7,,SGNBVLSWZMBQTH-PODYLUTMSA-N,29,5,1
1490,12358784,1,8,,SGNBVLSWZMBQTH-QGOUJLTDSA-N,29,5,1
1491,312822,1,0,,SGNBVLSWZMBQTH-UHFFFAOYSA-N,29,5,1
1492,12358800,1,10,,SGNBVLSWZMBQTH-UUANRBEWSA-N,29,5,1
1493,5283637,1,7,,SGNBVLSWZMBQTH-ZRUUVFCLSA-N,29,5,1
1494,5280883,1,10,,SGUKUZOVHSFKPH-YNNPMVKQSA-N,26,13,1
1495,6097,1,2,,SGZFJWQQBHYNNF-UHFFFAOYSA-N,11,0,1
1496,24771817,1,10,,SHGAZHPCJJPHSC-UHFFFAOYSA-M,22,4,1
1497,6419707,1,10,,SHGAZHPCJJPHSC-YCNIQYBTSA-M,22,4,1
1498,444795,1,10,,SHGAZHPCJJPHSC-YCNIQYBTSA-N,22,5,1
1499,7364357,1,10,,SHGAZHPCJJPHSC-ZVCIMWCZSA-M,22,4,1
1500,449171,1,10,,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,22,5,1
1501,12093,1,4,,SHSGDXCJYVZFTP-UHFFFAOYSA-N,12,3,1
1502,2999,1,0,,SIGSPDASOTUPFS-UHFFFAOYSA-N,23,2,1
1503,798,1,1,,SIKJAQJRHWYJAI-UHFFFAOYSA-N,9,0,1
1504,6844,1,3,,SJJCQDRGABAVBB-UHFFFAOYSA-N,14,1,1
1505,638297,1,1,,SJNDYXPJRUTLNW-ULCDLSAGSA-N,25,0,1
1506,59235671,1,10,,SJNULRRCQSOYQI-UHFFFAOYSA-N,18,4,1
1507,52929834,1,0,,SJOKRFJLUXNKIK-ISIUCFNPSA-N,58,27,1
1508,75962669,1,0,,SJOKRFJLUXNKIK-UHFFFAOYSA-N,58,27,1
1509,6453777,1,6,,SJPDNXKPBQHPMZ-DHVLVQQASA-N,32,6,1
1510,25128423,1,5,,SJQAGFFWDIYMAI-ZBEGNZNMSA-N,23,2,1
1511,20083,1,10,,SJWFXCIHNDVPSH-UHFFFAOYSA-N,9,5,1
1512,167825,1,1,,SKJSIVQEPKBFTJ-HUWILPJBSA-N,36,8,1
1513,12443289,1,0,,SKJSIVQEPKBFTJ-UHFFFAOYSA-N,36,8,1
1514,122209991,1,2,,SLCDJJDPKICHGM-ZIFIXUEUSA-N,28,2,1
1515,134259606,1,10,,SLHYTTDJPIBQDE-UHFFFAOYSA-N,22,4,1
1516,8063366,1,10,,SLNHJHHDMDGTGB-UHFFFAOYSA-N,13,4,1
1517,11543417,1,10,,SLSKAYPLROWHKH-UHFFFAOYSA-N,18,10,1
1518,4078,1,10,,SLVMESMUVMCQIY-UHFFFAOYSA-N,26,4,1
1519,122499506,1,10,,SLXSZKUEFUPQPL-UHFFFAOYSA-N,18,4,1
1520,10035470,1,4,,SLYRNFYMGDTQEZ-UHFFFAOYSA-N,14,0,1
1521,5460318,1,8,,SMEROWZSTRWXGI-HVATVPOCSA-M,27,3,1
1522,9903,1,6,,SMEROWZSTRWXGI-HVATVPOCSA-N,27,4,1
1523,500165,1,0,,SMEROWZSTRWXGI-UHFFFAOYSA-N,27,4,1
1524,139598322,1,2,,SMZAKUAVSGDUGS-HUBLWGQQSA-N,17,1,1
1525,95565527,1,6,,SNAIDRDMHGKCAX-RKDXNWHRSA-N,11,1,1
1526,89594,1,8,,SNICXCGAKADSCV-JTQLQIEISA-N,12,1,1
1527,157672,1,10,,SNICXCGAKADSCV-SNVBAGLBSA-N,12,1,1
1528,942,1,10,,SNICXCGAKADSCV-UHFFFAOYSA-N,12,1,1
1529,5354789,1,10,,SNLOIIPRZGMRAB-UHFFFAOYSA-N,15,3,1
1530,8182,1,10,,SNRUBQQJIBEYMU-UHFFFAOYSA-N,12,9,1
1531,,1,,,,,,
1532,11442745,1,7,,SNZQBBATMLGADX-VVUVUVSISA-N,34,5,1
1533,21608802,1,6,,SPWSUFUPTSJWNG-JJUKSXGLSA-N,29,3,1
1534,,1,,,,,,
1535,49867845,1,10,,SQKHCBHOKICFHY-FNNGFRNWSA-N,46,3,1
1536,168007565,1,10,,SRGDGDSDQBHQSM-VAPIERHISA-N,33,6,1
1537,71733,1,10,,SSEBTPPFLLCUMN-UHFFFAOYSA-N,19,5,1
1538,10321055,1,2,,STHRNDDZYFUIDO-OSQDELBUSA-N,32,1,1
1539,30323,1,8,,STQGQHZAVUOBTE-VGBVRHCVSA-N,38,4,1
1540,570684,1,10,,STQJFINZGUXVEX-UHFFFAOYSA-N,10,2,1
1541,8794,1,3,,SUSQOBVLVYHIEX-UHFFFAOYSA-N,9,1,1
1542,5321893,1,10,,SUSUUYRANZVDHR-UHFFFAOYSA-N,17,9,1
1543,15983961,1,10,,SVAPNGMAOHQQFJ-UNQGMJICSA-N,16,2,1
1544,15317,1,9,,SVIHJJUMPAUQNO-UHFFFAOYSA-N,10,2,1
1545,67068119,1,10,,SVIVFSJNDHHGED-UHFFFAOYSA-N,26,3,1
1546,5374699,1,10,,SVRKACAGHUZSGU-SNAWJCMRSA-N,13,3,1
1547,146020568,1,10,,SXIBGFQFSYRUSU-IRXDYDNUSA-N,25,5,1
1548,73918,1,10,,SXOZDDAFVJANJP-UHFFFAOYSA-N,11,0,1
1549,13246,1,10,,SXVPOSFURRDKBO-UHFFFAOYSA-N,13,0,1
1550,11784975,1,10,,SYJGKVOENHZYMQ-UHFFFAOYSA-N,32,8,1
1551,5324282,1,4,,SYJPAKDNFZLSMV-HWKANZROSA-N,6,1,1
1552,5324281,1,3,,SYJPAKDNFZLSMV-HYXAFXHYSA-N,6,1,1
1553,122499480,1,10,,SYPGVLOFENDLPH-UHFFFAOYSA-N,17,4,1
1554,72099,1,10,,SYTBZMRGLBWNTM-JTQLQIEISA-N,18,3,1
1555,25244026,1,4,,SZINUGQCTHLQAZ-DQYPLSBCSA-M,25,1,1
1556,443465,1,2,,TUJQVRFWMWRMIO-XRNRSJMDSA-N,21,1,1
1557,596210,1,10,,TUKKZLIDCNWKIN-UHFFFAOYSA-N,16,3,1
1558,4075158,1,10,,TUNFSRHWOTWDNC-UHFFFAOYSA-M,16,11,1
1559,11005,1,10,,TUNFSRHWOTWDNC-UHFFFAOYSA-N,16,12,1
1560,,1,,,,,,
1561,356,1,10,,TVMXDCGIABBOFY-UHFFFAOYSA-N,8,5,1
