substrate_idx,cid,in_any_split,pubchem_conformer_count_3d,pubchem_isomeric_smiles,pubchem_inchikey,pubchem_heavy_atoms,pubchem_rotatable_bonds,inchikey_match
588,122499531,1,10,,HOTKMVZFSFLYOE-UHFFFAOYSA-N,18,4,1
589,71058597,1,10,,HPCAYLMUYMPURN-UHFFFAOYSA-N,17,3,1
590,24694495,1,10,,HPDCDJWQNLPXFS-UHFFFAOYSA-N,13,5,1
591,,1,,,,,,
592,121904,1,10,,HQZOLNNEQAKEHT-IBBGRPSASA-N,27,1,1
593,122499538,1,10,,HRHIFGOUASGJNT-UHFFFAOYSA-N,17,4,1
594,5281437,1,4,,HRYLQFBHBWLLLL-AHNJNIBGSA-N,17,0,1
595,12304109,1,9,,HRYLQFBHBWLLLL-NNHLIDDTSA-N,17,0,1
596,,1,,,,,,
597,16760562,1,0,,HSOJKEMXKOVVOH-AGNATJBLSA-M,30,11,1
598,14214537,1,10,,HSSKNUFXSDALJQ-UHFFFAOYSA-N,27,6,1
599,71311798,1,10,,HSTZMXCBWJGKHG-AEGFYQLOSA-N,28,5,1
600,2162,1,10,,HTIQEAQVCYTUBX-UHFFFAOYSA-N,28,10,1
601,122499564,1,10,,HTLIOVBFEUXFAG-UHFFFAOYSA-N,17,3,1
602,363863,1,4,,HUKSJTUUSUGIDC-UHFFFAOYSA-N,21,0,1
603,150990,1,10,,HUNCSWANZMJLPM-JTQLQIEISA-N,16,3,1
604,92852,1,10,,HUNCSWANZMJLPM-UHFFFAOYSA-N,16,3,1
605,11349,1,1,,HVQAJTFOCKOKIN-UHFFFAOYSA-N,18,1,1
606,5997,1,8,,HVYWMOMLDIMFJA-DPAQBDIFSA-N,28,5,1
607,304,1,0,,HVYWMOMLDIMFJA-UHFFFAOYSA-N,28,5,1
608,122499650,1,10,,HWHMZYDONXVTBU-UHFFFAOYSA-N,18,4,1
609,31242,1,2,,HXDOZKJGKXYMEW-UHFFFAOYSA-N,9,1,1
610,5284446,1,0,,HXHJWFHXXVSWAW-UHFFFAOYSA-N,18,1,1
611,2082,1,10,,HXHWSAZORRCQMX-UHFFFAOYSA-N,18,5,1
612,66574395,1,5,,HXXJCRDROUMUNY-SWLWOFJYSA-N,28,2,1
613,98570,1,10,,HYBRYAPKQCZIAE-UHFFFAOYSA-N,27,2,1
614,15519950,1,2,,HYUVPCPBEOBIGN-MISYRCLQSA-N,20,1,1
615,163048450,1,10,,HYUVPCPBEOBIGN-UHFFFAOYSA-N,20,1,1
616,92180,1,10,,HYVABZIGRDEKCD-UHFFFAOYSA-N,15,3,1
617,164575952,1,1,,HZKFHDXTSAYOSN-UHFFFAOYSA-M,22,2,1
618,11056,1,1,,HZKFHDXTSAYOSN-UHFFFAOYSA-N,22,2,1
619,,1,,,,,,
620,5368831,1,4,,IAAPVNQZSBLWKH-ICDJNDDTSA-N,10,3,1
621,570680,1,6,,IAZCKSJRRRXZEY-UHFFFAOYSA-N,10,2,1
622,25245824,1,10,,IBJVPIJUFFVDBS-JBMXZMKISA-M,17,1,1
623,25245825,1,10,,IBJVPIJUFFVDBS-JBMXZMKISA-N,17,2,1
624,17802799,1,0,,IBPVZXPSTLXWCG-UHFFFAOYSA-M,25,20,1
625,122499643,1,10,,IBSINMNUKJIBCX-UHFFFAOYSA-N,21,4,1
626,7238,1,1,,IBSQPLPBRSHTTG-UHFFFAOYSA-N,8,0,1
627,9920327,1,0,,IBSREHMXUMOFBB-JFUDTMANSA-N,123,15,1
628,146682269,1,10,,IBTUEOUYYLIJLK-LOFTVMHWSA-N,26,12,1
629,163136289,1,10,,IBTUEOUYYLIJLK-UHFFFAOYSA-N,26,12,1
630,54758681,1,10,,IBZYPBGPOGJMBF-QPERPISQSA-M,23,8,1
631,5497150,1,10,,IBZYPBGPOGJMBF-QRHMYKSGSA-N,23,9,1
632,65048,1,3,,IDGXIXSKISLYAC-WNTKNEGGSA-N,36,2,1
633,91825745,1,10,,IDLRVFXWSUWMHI-KUYJPBLDSA-N,30,6,1
634,72551582,1,10,,IDPOCGHKMNIWBB-DTLRTWKJSA-M,23,14,1
635,9918244,1,10,,IDRYSCOQVVUBIJ-PPGFLMPOSA-N,50,7,1
636,21117911,1,10,,IEFUTYQGHXXRLJ-UHFFFAOYSA-N,13,3,1
637,126584280,1,10,,IEVXMLSCQHRQMB-UHFFFAOYSA-N,22,4,1
638,74984305,1,0,,IEYSWBYGDJSUEZ-UHFFFAOYSA-N,44,8,1
639,12277919,1,10,,IFSYJVQRVQMRKN-ONEGZZNKSA-N,8,3,1
640,122499481,1,10,,IFTQAQOFVSXAPC-UHFFFAOYSA-N,21,4,1
641,13229,1,3,,IGARGHRYKHJQSM-UHFFFAOYSA-N,12,1,1
642,431865,1,10,,IGBRRSIHEGCUEN-UHFFFAOYSA-N,26,5,1
643,560458,1,10,,IGBSZPRCTMBPTC-UHFFFAOYSA-N,17,9,1
644,11473563,1,8,,IGDIDZAQDRAJRB-UPGMHYFXSA-N,25,5,1
645,6432025,1,2,,IGGWKHQYMAJOHK-HHUCQEJWSA-N,21,1,1
646,10085645,1,10,,IGGWKHQYMAJOHK-NKBYQBPKSA-N,21,1,1
647,83764106,1,10,,IHFWRLIPKGDMJF-UHFFFAOYSA-N,18,3,1
648,448669,1,1,,IISYZEMBGRNYTH-UHFFFAOYSA-N,15,0,1
649,17903417,1,10,,IIUXHTGBZYEGHI-UHFFFAOYSA-M,19,13,1
650,12388,1,10,,IIYFAKIEWZDVMP-UHFFFAOYSA-N,13,10,1
651,7843,1,3,,IJDNQMDRQITEOD-UHFFFAOYSA-N,4,1,1
652,24094116,1,10,,IJEHYEVNWOYGMS-WGUBEYSISA-N,28,6,1
653,7420,1,2,,IJFXRHURBJZNAO-UHFFFAOYSA-N,10,1,1
654,8374,1,2,,IKCLCGXPQILATA-UHFFFAOYSA-N,10,1,1
655,167713494,1,6,,IKKBRQNAJPERIG-UHFFFAOYSA-N,11,1,1
656,24941267,1,0,,IKLUIZJWBLJHAQ-HAAQQRBASA-N,39,25,1
657,5281416,1,1,,ILEDWLMCKZNDJK-UHFFFAOYSA-N,13,0,1
658,,1,,,,,,
659,8900,1,10,,IMNFDUFMRHMDMM-UHFFFAOYSA-N,7,4,1
660,124584023,1,2,,IMPMOBJZWFZYGR-OTYXRUKQSA-N,21,1,1
661,6433194,1,3,,IMQSIXYSKPIGPD-YQRUMEKGSA-N,46,5,1
662,139743,1,10,,IMXBRVLCKXGWSS-UHFFFAOYSA-N,11,3,1
663,25202651,1,10,,IMYZYCNQZDBZBQ-DLBZAZTESA-M,21,14,1
664,129626651,1,10,,IMYZYCNQZDBZBQ-SJORKVTESA-M,21,14,1
665,119250,1,10,,IMYZYCNQZDBZBQ-SJORKVTESA-N,21,15,1
666,19746553,1,10,,IMYZYCNQZDBZBQ-UHFFFAOYSA-M,21,14,1
667,15868,1,10,,IMYZYCNQZDBZBQ-UHFFFAOYSA-N,21,15,1
668,65094,1,10,,INBGSXNNRGWLJU-ZHHJOTBYSA-N,29,5,1
669,122499629,1,10,,INEGGIRNWOHXAU-UHFFFAOYSA-N,19,4,1
670,688357,1,10,,INPQIVHQSQUEAJ-VIFPVBQESA-N,16,3,1
671,6328,1,1,,INQOMBQAUSQDDS-UHFFFAOYSA-N,2,0,1
672,12560036,1,8,,IOBXAMISSWEGQH-UHFFFAOYSA-N,11,2,1
673,123743,1,8,,IOIZWEJGGCZDOL-RQDYSCIWSA-N,29,5,1
674,735833,1,3,,IOUDZAFBPDDAMK-AATRIKPKSA-N,12,2,1
675,10135759,1,9,,IOWMKBFJCNLRTC-RNCHBCSGSA-N,29,5,1
676,121948,1,10,,IOWMKBFJCNLRTC-XWXSNNQWSA-N,29,5,1
677,5460122,1,4,,IPABSWBNWMXCHM-JTSKRJEESA-N,26,2,1
678,439844,1,6,,IPABSWBNWMXCHM-LBOXEOMUSA-N,26,2,1
679,,1,,,,,,
680,504166,1,10,,IPCSVZSSVZVIGE-UHFFFAOYSA-M,18,13,1
681,985,1,10,,IPCSVZSSVZVIGE-UHFFFAOYSA-N,18,14,1
682,94162,1,2,,IPEHJNRNYPOFII-AZUAARDMSA-N,22,1,1
683,,1,,,,,,
684,5365872,1,10,,IQDXAJNQKSIPGB-HQSZAHFGSA-N,21,10,1
685,13118571,1,10,,IQDXAJNQKSIPGB-WAYIDIRISA-N,21,10,1
686,46938678,1,10,,IQEQEOBGZMEDBQ-LBRHRNEPSA-N,29,6,1
687,91820007,1,10,,IQKCBJLWCVXJOG-CXUHLZMHSA-N,30,3,1
688,134716638,1,10,,IQKSHFZTCNUYOT-LLVKDONJSA-N,17,2,1
689,5280445,1,6,,IQPNAANSBPBGFQ-UHFFFAOYSA-N,21,1,1
690,,1,,,,,,
691,6431015,1,1,,IRAQOCYXUMOFCW-OSFYFWSMSA-N,15,0,1
692,14098,1,2,,IRQWEODKXLDORP-UHFFFAOYSA-N,11,2,1
693,6453841,1,2,,ISBSSBGEYIBVTO-TYKWNDPBSA-N,30,5,1
694,134259615,1,10,,ISWZRKXGTAUNSZ-UHFFFAOYSA-N,18,3,1
695,134259609,1,10,,ITODYNIAQJNFBJ-UHFFFAOYSA-N,17,3,1
696,17812,1,10,,IUDGNRWYNOEIKF-UHFFFAOYSA-N,14,10,1
697,171935627,1,1,,IVEGXYGMXKFJDG-UHFFFAOYSA-N,13,0,1
698,71578630,1,2,,IVOQOKYIPJPDKP-LQAIXYHKSA-N,28,3,1
699,78119401,1,0,,IVOQOKYIPJPDKP-UHFFFAOYSA-N,28,3,1
700,7929,1,1,,IVSZLXZYQVIEFR-UHFFFAOYSA-N,8,0,1
701,2879,1,1,,IWDCLRJOBJJRNH-UHFFFAOYSA-N,8,0,1
702,73330329,1,10,,IWMFMRACOCTPPO-UHFFFAOYSA-N,21,7,1
703,14332,1,6,,IWPZKOJSYQZABD-UHFFFAOYSA-N,13,3,1
704,122499523,1,10,,IWWDUHBNQRMRRB-UHFFFAOYSA-N,22,4,1
705,5280914,1,10,,IXAQOQZEOGMIQS-SSQFXEBMSA-N,25,14,1
706,522636,1,0,,IXORZMNAPKEEDV-UHFFFAOYSA-N,25,1,1
707,115196,1,5,,IXVMHGVQKLDRKH-KNBKMWSGSA-N,34,5,1
708,94504,1,10,,IYBDDRJHJMFFBB-JKSUJKDBSA-N,27,6,1
709,13969544,1,2,,IYDAPILQPCDHTO-HHUCQEJWSA-N,21,1,1
710,2157,1,10,,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,31,11,1
711,64151,1,1,,IYKFYARMMIESOX-UHFFFAOYSA-N,11,0,1
712,5280863,1,1,,IYRMWMYZSQPJKC-UHFFFAOYSA-N,21,1,1
713,70792,1,10,,IYYXBWAISHVFEX-UHFFFAOYSA-N,12,3,1
714,65728,1,3,,IZVFFXVYBHFIHY-SKCNUYALSA-N,28,5,1
715,145714661,1,2,,IZZYGYDERUCSAO-JSGCOSHPSA-N,16,1,1
716,122499520,1,10,,JAGUZXPSNDEKGM-UHFFFAOYSA-N,19,4,1
717,70590,1,10,,JAQGKXUEKGKTKX-HOTGVXAUSA-N,25,7,1
718,96469,1,1,,JAUPRNSQRRCCRR-UHFFFAOYSA-N,7,2,1
719,446284,1,10,,JAZBEHYOTPTENJ-JLNKQSITSA-N,22,13,1
720,86583478,1,10,,JBSCUHKPLGKXKH-ILYOTBPNSA-M,23,13,1
721,443466,1,2,,JCAVDWHQNFTFBW-XRNRSJMDSA-N,21,1,1
722,122499603,1,10,,JCDRMRKXHCGFQX-UHFFFAOYSA-N,17,4,1
723,12310283,1,1,,JCGXIYQLRYPHDG-DQOTWGJISA-N,33,1,1
724,6437847,1,10,,JDSRHVWSAMTSSN-BSZOFBHHSA-N,22,15,1
725,21158461,1,10,,JDSRHVWSAMTSSN-IRQZEAMPSA-M,22,14,1
726,5280720,1,10,,JDSRHVWSAMTSSN-IRQZEAMPSA-N,22,15,1
727,5353275,1,10,,JDSRHVWSAMTSSN-KDFHGORWSA-N,22,15,1
728,73746063,1,10,,JDSRHVWSAMTSSN-UHFFFAOYSA-M,22,14,1
729,163195201,1,6,,JEGYHIKVYHOKQY-WKSOIMLMSA-N,21,1,0
730,146682186,1,5,,JEGYHIKVYHOKQY-NGIBWZRKSA-N,21,1,0
731,163110008,1,0,,JEGYHIKVYHOKQY-UHFFFAOYSA-N,21,1,1
732,91451,1,2,,JERGUCIJOXJXHF-TVWVXWENSA-N,24,1,1
733,22315759,1,10,,JFIBVDBTCDTBRH-IDUWFGFVSA-N,24,9,1
734,88631,1,10,,JFKUBRAOUZEZSL-UHFFFAOYSA-N,13,4,1
735,139584369,1,0,,JFQLHYSXZPELNV-UHFFFAOYSA-N,25,1,1
736,6708529,1,9,,JFSHUTJDVKUMTJ-KOMNAURRSA-N,31,0,1
737,73145,1,1,,JFSHUTJDVKUMTJ-QHPUVITPSA-N,31,0,1
738,225689,1,0,,JFSHUTJDVKUMTJ-UHFFFAOYSA-N,31,0,1
739,5282856,1,10,,JGUNZIWGNMQSBM-SIGMCMEVSA-N,22,15,1
740,25201861,1,10,,JGUNZIWGNMQSBM-UHFFFAOYSA-M,22,14,1
741,49852425,1,10,,JGUNZIWGNMQSBM-UINYOVNOSA-M,22,14,1
742,9548877,1,10,,JGUNZIWGNMQSBM-UINYOVNOSA-N,22,15,1
743,,1,,,,,,
744,10618,1,4,,JILCEWWZTBBOFS-UHFFFAOYSA-N,16,2,1
745,5281635,1,1,,JJUNZBRHHGLJQW-UHFFFAOYSA-N,18,0,1
746,102117194,1,6,,JJYFVZGESRUJQK-AGQLLGOFSA-N,38,4,1
747,104940,1,2,,JKUJKKGMOZDDJV-ZRNGKTOUSA-N,25,2,1
748,12161,1,1,,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,9,1,1
749,7251168,1,10,,JLIDBLDQVAYHNE-YKALOCIXSA-M,19,2,1
750,5280896,1,10,,JLIDBLDQVAYHNE-YKALOCIXSA-N,19,3,1
751,1549095,1,6,,JMFRWRFFLBVWSI-NSCUHMNNSA-N,13,3,1
752,53497560,1,10,,JMJLBCGVSMHFQK-SIDBGHOXSA-N,34,6,1
753,21632830,1,4,,JMYBTVXXLMTVKS-CMKODMSKSA-N,21,1,1
754,89640,1,10,,JNNGEAWILNVFFD-CDJYTOATSA-N,26,4,1
755,12241338,1,2,,JNUCNIFVQZYOCP-UHFFFAOYSA-N,12,2,1
756,21158466,1,10,,JNUUNUQHXIOFDA-JGKLHWIESA-M,24,14,1
757,5280778,1,10,,JNUUNUQHXIOFDA-JGKLHWIESA-N,24,15,1
758,46173837,1,9,,JNYWQVTXIGGOTC-AIKDQUDGSA-N,26,4,1
759,75144748,1,0,,JNYWQVTXIGGOTC-UHFFFAOYSA-N,26,4,1
760,12358447,1,1,,JOCIRBSYAYKMEF-YDPPSCFKSA-N,31,0,1
761,357114,1,1,,JOMZSYXWYOVFEE-UHFFFAOYSA-N,13,1,1
762,9017,1,10,,JOZKFWLRHCDGJA-UHFFFAOYSA-N,14,7,1
763,5281617,1,2,,JPMYFOBNRRGFNO-UHFFFAOYSA-N,21,2,1
764,82663458,1,10,,JPPYRRADCUMEQO-UHFFFAOYSA-N,17,3,1
765,,1,,,,,,
766,92278124,1,10,,JQMQKOQOLPGBBE-BUYVBUJJSA-N,29,5,1
767,132574557,1,10,,JQOUYGJYNQSCQP-UZTNOJNJSA-N,43,7,1
768,11471283,1,1,,JQPDOKGAOXSRJD-SVEODPQUSA-N,20,1,1
769,,1,,,,,,
770,12160,1,2,,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,9,1,1
771,86289658,1,10,,JSFATNQSLKRBCI-USWFWKISSA-M,23,13,1
772,5281517,1,10,,JSNRRGGBADWTMC-NTCAYCPXSA-N,15,7,1
773,15341086,1,5,,JSVPGVHCEQDJCZ-VGEHDTSWSA-N,31,5,1
774,122499505,1,10,,JTRFRWWPAAJAEI-UHFFFAOYSA-N,17,3,1
775,79695,1,10,,JTXZPQIXIXYMDY-UHFFFAOYSA-N,14,6,1
776,57484488,1,10,,JUDQOTGDEFNIKF-UHFFFAOYSA-N,16,3,1
777,53975001,1,10,,JUGXQEJPWDYOJV-CCDZVGGQSA-N,29,6,1
778,91825744,1,10,,JUGXQEJPWDYOJV-YSQMORBQSA-N,29,6,1
779,122499663,1,10,,JUKAWSJTGIMDHA-UHFFFAOYSA-N,19,4,1
780,102041888,1,2,,JUTWIBFBXPFWGP-XXHSLLPRSA-N,25,1,1
781,138756789,1,10,,JVLQZVOPXODEAB-BBRMVZONSA-N,22,7,1
782,523709,1,10,,JVQAREFZPKBHPG-UHFFFAOYSA-N,10,2,1
783,172429325,1,10,,JVZUCUIAAXEGRI-MAUKXSAKSA-O,22,3,1
784,8663,1,1,,JWAZRIHNYRIHIV-UHFFFAOYSA-N,11,0,1
785,112483688,1,10,,JWFSATGGGOBGTQ-UHFFFAOYSA-N,17,3,1
786,12547,1,0,,JWMFYGXQPXQEEM-UHFFFAOYSA-N,21,1,1
787,5283731,1,10,,JWUBBDSIWDLEOM-DTOXIADCSA-N,29,6,1
788,10363641,1,10,,JWUBBDSIWDLEOM-ZZAPQYFZSA-N,29,6,1
789,65090,1,1,,JWVYQQGERKEAHW-UHFFFAOYSA-N,15,0,1
790,27375,1,10,,JXCGFZXSOMJFOA-UHFFFAOYSA-N,14,1,1
791,73188495,1,0,,JXDJMMZRVGWZJB-UHFFFAOYSA-N,39,5,1
792,1757003,1,10,,JXJIQCXXJGRKRJ-KOOBJXAQSA-N,14,5,1
793,119034,1,2,,JXSVIVRDWWRQRT-UYDOISQJSA-N,35,2,1
794,321710,1,1,,JYGFTBXVXVMTGB-UHFFFAOYSA-N,10,0,1
795,5754,1,2,,JYGXADMDTFJGBT-VWUMJDOOSA-N,26,2,1
796,2063448,1,4,,JZINNAKNHHQBOS-AATRIKPKSA-N,12,2,1
797,5282411,1,10,,KAQKFAOMNZTLHT-OZUDYXHBSA-N,25,10,1
798,85557,1,2,,KAUQJMHLAFIZDU-UHFFFAOYSA-N,14,1,1
799,172429338,1,2,,KAVLMOIIQVZTGI-SILGHJDOSA-N,20,0,1
800,7702,1,4,,KBHWKXNXTURZCD-UHFFFAOYSA-N,11,3,1
801,222688,1,10,,KBOZNJNHBBROHM-UHFFFAOYSA-N,16,3,1
802,957,1,10,,KBPLFHHGFOOTCA-UHFFFAOYSA-N,9,6,1
803,25245907,1,10,,KCSCTOANDBOIGV-ZFAZNOKVSA-N,32,7,1
804,440229,1,5,,KDFKJOFJHSVROC-INIZCTEOSA-N,25,3,1
805,132562212,1,2,,KDGKESZIIPJZDE-NJPSTFMDSA-N,35,1,1
806,7403,1,1,,KDVYCTOWXSLNNI-UHFFFAOYSA-N,13,2,1
807,14355276,1,10,,KEBVXBNFLKYWDP-UHFFFAOYSA-N,16,1,1
808,162642166,1,3,,KEBVXBNFLKYWDP-UXIGCNINSA-N,16,1,1
809,443473,1,2,,KEQXEEMBFONZBL-AZUAARDMSA-N,20,1,1
810,162680203,1,10,,KEUFXCOYUXJBSZ-FLTLSNBBSA-N,25,11,1
811,,1,,,,,,
812,146672906,1,2,,KFDDUAXEWGCSIT-QXFGWPSGSA-M,17,0,1
813,122499545,1,10,,KFFLBMNELSNKSR-UHFFFAOYSA-N,18,4,1
814,122499665,1,10,,KFLSMVZVLHJHRG-UHFFFAOYSA-N,18,4,1
815,99514,1,1,,KFVUFODCZDRVSS-XGBBNYNSSA-N,23,1,1
816,70678647,1,10,,KGIJOOYOSFUGPC-XTDASVJISA-M,23,13,1
817,126843444,1,10,,KGUMXGDKXYTTEY-CJJLNRCZSA-M,23,4,1
818,123132024,1,10,,KGUMXGDKXYTTEY-FRCNGJHJSA-M,23,4,1
819,131953103,1,10,,KGUMXGDKXYTTEY-NAXRMXIQSA-M,23,4,1
820,,1,,,,,,
821,61743,1,10,,KHAVLLBUVKBTBG-UHFFFAOYSA-N,12,8,1
822,54778,1,10,,KIEDNEWSYUYDSN-UHFFFAOYSA-N,16,2,1
823,25244691,1,10,,KIMHJUCTTIEANQ-KZJSRBBCSA-N,25,7,1
824,31243,1,3,,KIQQUVJOLVCZKG-UHFFFAOYSA-N,9,1,1
825,7005,1,1,,KJCVRFUGPWSIIH-UHFFFAOYSA-N,11,0,1
826,5710148,1,10,,KJKIIUAXZGLUND-ICCVIKJNSA-N,30,5,1
827,24821194,1,10,,KJPHQKNSSWNFTC-UHFFFAOYSA-N,17,5,1
828,700642,1,3,,KJRRTHHNKJBVBO-AATRIKPKSA-N,12,2,1
829,122499524,1,10,,KKGHIDQMNOIOFD-UHFFFAOYSA-N,18,4,1
830,86289942,1,3,,KKMAZNUSFFWQQY-UHFFFAOYSA-M,15,1,1
831,23250605,1,10,,KKODYMFOTNMKRR-UHFFFAOYSA-N,18,3,1
832,21729595,1,10,,KKOXKGNSUHTUBV-HUUCEWRRSA-N,15,4,1
833,168499574,1,10,,KKPTZRIROSBPNX-NHYWBVRUSA-N,22,6,1
834,637541,1,4,,KKSDGJDHHZEWEP-SNAWJCMRSA-N,12,2,1
835,129673055,1,10,,KLAVUSHQLJDZCS-UHFFFAOYSA-N,21,11,1
836,6604030,1,10,,KLBQZWRITKRQQV-MRXNPFEDSA-N,25,4,1
837,12443148,1,1,,KLHSKTMVSOWVLD-WPDRYGPBSA-N,34,1,1
838,7041,1,6,,KLIDCXVFHGNTTM-UHFFFAOYSA-N,11,2,1
839,101281529,1,4,,KLPWBLUBMBDQRI-KUJASMOPSA-N,25,3,1
840,12580,1,4,,KLSLBUSXWBJMEC-UHFFFAOYSA-N,10,2,1
841,69867,1,2,,KMAKOBLIOCQGJP-UHFFFAOYSA-N,12,1,1
842,133052567,1,0,,KMFKNAATJIDJKG-UHFFFAOYSA-N,39,0,1
843,440906,1,10,,KMHXLGLJTQHEIM-OUEWTLASSA-N,26,5,1
844,46173191,1,0,,KMJWIBDYGUTEFB-WLJYFSRTSA-N,49,18,1
845,,1,,,,,,
846,152958,1,10,,KMWWFKLFHOTNEH-UHFFFAOYSA-N,19,15,1
847,3790359,1,3,,KMXUKZCMNKLUTF-UHFFFAOYSA-N,10,2,1
848,90657333,1,0,,KNCGYSOHQZGPKT-UHFFFAOYSA-M,22,0,1
849,,1,,,,,,
850,13111890,1,10,,KNFJWKJXKURGQU-UHFFFAOYSA-N,17,12,1
851,5281805,1,4,,KNJNBKINYHZUGC-UHFFFAOYSA-N,21,1,1
852,439654,1,8,,KNWVMRVOBAFFMH-HNNXBMFYSA-N,24,2,1
853,22955,1,9,,KNWVMRVOBAFFMH-UHFFFAOYSA-N,24,2,1
854,119220,1,1,,KNYYMGDYROYBRE-UHFFFAOYSA-N,17,1,1
855,3042013,1,2,,KOARRXOZPWLCJM-UHFFFAOYSA-N,40,6,1
856,554191,1,10,,KOVPXZDUVJGGFU-UHFFFAOYSA-N,13,8,1
857,51,1,10,,KPGXRSRHYNQIFN-UHFFFAOYSA-N,10,4,1
858,449588,1,1,,KPMKEVXVVHNIEY-NTSWFWBYSA-N,8,0,1
859,10345,1,2,,KPMKEVXVVHNIEY-UHFFFAOYSA-N,8,0,1
860,156580848,1,2,,KQGIOFULIYUITH-XXFRDUSWSA-N,30,3,1
861,94672,1,10,,KQRXQIPRDKVZPW-ISZNXKAUSA-N,27,2,1
862,,1,,,,,,
863,,1,,,,,,
864,447297,1,10,,KRHPBWNETCEFGS-UHFFFAOYSA-N,23,4,1
865,11593515,1,10,,KSAQCJQZQISASG-UHFFFAOYSA-N,12,6,1
866,54691413,1,5,,KSEBMYQBYZTDHS-HWKANZROSA-M,14,3,1
867,445858,1,4,,KSEBMYQBYZTDHS-HWKANZROSA-N,14,3,1
868,122184713,1,2,,KSQRSKKEHRYRCT-IZCXAEKASA-N,30,0,1
869,171364920,1,6,,KSXPRRSHHYDZBU-PTQXHSCKSA-N,25,1,1
870,7251185,1,2,,KTEXNACQROZXEV-PVLRGYAZSA-N,18,0,1
871,6473881,1,6,,KTEXNACQROZXEV-SLXBATTESA-N,18,0,1
872,5420804,1,2,,KTEXNACQROZXEV-ZRPLFPEYSA-N,18,0,1
873,14085,1,1,,KTZVZZJJVJQZHV-UHFFFAOYSA-N,9,1,1
874,,1,,,,,,
875,151018,1,10,,KVNPSKDDJARYKK-JTQLQIEISA-N,17,4,1
876,119802,1,10,,KVNPSKDDJARYKK-UHFFFAOYSA-N,17,4,1
877,151008,1,0,,KVTFEOAKFFQCCX-UHFFFAOYSA-N,22,16,1
878,44437755,1,10,,KVYJVBGHDYVSMM-QFHJPYSKSA-N,18,3,1
879,12315252,1,8,,KWFJIXPIFLVMPM-PEGGXJLSSA-N,15,3,1
880,94164,1,10,,KWFJIXPIFLVMPM-UHFFFAOYSA-N,15,3,1
881,83230,1,6,,KWHCPERWLHBLOT-UHFFFAOYSA-N,11,2,1
882,15689362,1,10,,KYNKFSNOGATNQP-PXNSSMCTSA-N,26,8,1
883,24860211,1,10,,KYSWLLSZOWOOGF-ZMJOFITKSA-N,25,3,1
884,8163,1,10,,KYWIYKKSMDLRDC-UHFFFAOYSA-N,12,8,1
885,96735,1,10,,KZDNJQUJBMDHJW-UHFFFAOYSA-N,16,3,1
886,222284,1,9,,KZJWDPNRJALLNS-VJSFXXLFSA-N,30,6,1
887,44241490,1,10,,KZKWNNFETLOBHX-MDNKFWRPSA-N,24,3,1
888,11439,1,1,,KZNICNPSHKQLFF-UHFFFAOYSA-N,7,0,1
889,5280443,1,1,,KZNIFHPLKGYRTM-UHFFFAOYSA-N,20,1,1
890,6287,1,8,,KZSNJWFQEVHDMF-BYPYZUCNSA-N,8,2,1
891,,1,,,,,,
892,,1,,,,,,
893,,1,,,,,,
894,122499525,1,10,,LAXZLHCTSOPREO-UHFFFAOYSA-N,17,3,1
895,12575,1,4,,LBKFGYZQBSGRHY-UHFFFAOYSA-N,12,2,1
896,443852,1,10,,LBSJJNAMGVDGCU-UHFFFAOYSA-N,15,3,1
897,71607801,1,10,,LCTYGGXMQYUYHL-UEMOXOMHSA-N,26,4,1
898,440709,1,2,,LCZBQMKVFQNSJR-AVOSZYNGSA-N,25,1,1
899,101682290,1,10,,LCZMVUQKRUXUPG-MFGLZFITSA-N,31,5,1
900,144,1,10,,LDCYZAJDBXYCGN-UHFFFAOYSA-N,16,3,1
901,122499559,1,10,,LDEKWMVMAOFEIX-UHFFFAOYSA-N,17,3,1
902,31210,1,10,,LDOXTQYWWYXYSQ-UHFFFAOYSA-N,14,6,1
903,,1,,,,,,
904,83231,1,7,,LDYCQBKCUOVGDA-UHFFFAOYSA-N,12,3,1
905,20590621,1,1,,ZQKLKLCWCRVEAV-UHFFFAOYSA-N,14,6,0
906,,1,,,,,,
907,164961,1,4,,LFISWQXWWGJHBL-ZOCXKQACSA-N,25,3,1
908,168007644,1,10,,LFLCTJPNVBWOOI-TYVCBRTJSA-N,23,5,1
909,52931520,1,10,,LFNAJBFFWWMSEW-HNFKANRHSA-N,30,6,1
910,101297699,1,1,,LFRRHLVVLXYROS-YQXATGRUSA-N,20,0,1
911,5281969,1,0,,LGEQQWMQCRIYKG-DOFZRALJSA-N,25,16,1
912,460,1,3,,LHGVFZTZFXWLCP-UHFFFAOYSA-N,9,1,1
913,3034672,1,2,,LHNVKVKZPHUYQO-CWNZLVRBSA-N,24,1,1
914,443489,1,1,,LHXBWTCSJBQSGI-QOBCYHTASA-N,31,2,1
915,35703,1,4,,LIFAQMGORKPVDH-UHFFFAOYSA-N,14,2,1
916,10748,1,2,,LIIALPBMIOVAHH-UHFFFAOYSA-N,13,1,1
917,146035900,1,10,,LIUSUWHATTTWPP-IRXDYDNUSA-N,26,5,1
918,122499613,1,10,,LJAUZCIFMDBMPC-UHFFFAOYSA-N,22,4,1
