Dock_Index,Substrate_Index,success,num_atoms_smiles,num_atoms_pdb,num_matched,error
501,407,True,27,27,27,
502,408,True,44,44,44,
503,409,True,22,22,22,
504,410,True,44,44,44,
505,411,True,44,44,44,
506,73,True,37,37,37,
507,120,True,19,19,19,
508,80,True,20,20,20,
509,24,True,21,21,21,
510,259,True,21,21,21,
511,39,True,14,14,14,
512,412,True,36,36,36,
513,413,True,12,12,12,
514,414,True,13,22,13,
515,415,True,13,13,13,
516,416,True,30,30,30,
517,417,True,31,31,31,
518,418,True,44,44,44,
519,129,True,11,11,11,
520,419,True,56,56,56,
521,420,True,65,65,65,
522,421,True,21,21,21,
523,422,True,21,21,21,
524,423,True,21,21,21,
525,424,True,21,21,21,
526,425,True,46,46,46,
527,129,True,11,11,11,
528,426,True,15,15,15,
529,427,True,13,13,13,
530,428,True,34,34,34,
531,429,True,35,35,35,
532,430,True,15,15,15,
533,129,True,11,11,11,
534,431,False,0,0,0,Raw ligand file not found
535,432,True,41,41,41,
536,433,True,28,28,28,
537,434,True,33,33,33,
538,435,True,28,28,28,
