dock_index,status,affinity,pocket_atoms,fe_distance,runtime_sec,error
4102,success,-2.419,215,8.153807255226289,4.19907719999901,
4103,success,-2.243,245,8.898348296786715,2.612937600002624,
4104,success,-5.233,330,5.44015845453299,8.146308499999577,
4105,success,-6.687,383,7.6772868479724785,181.9571008999992,
4106,success,-6.17,351,3.9264991789788066,9.246741000002658,
4107,success,-7.011,348,2.6359116232505904,10.852906000000075,
4108,success,-2.427,216,13.818006358166903,3.9211765000000014,
4109,success,-8.275,512,2.875257609251155,82.7575741000037,
4110,success,-8.394,512,3.1833594671769445,103.79370000000199,
4111,success,-7.981,489,2.181428456764839,20.078590600001917,
4112,success,-9.12,431,2.8485790494944667,12.073846000006597,
4113,success,-8.061,409,2.168190785380462,16.25456960000156,
4114,success,-8.972,579,2.758012719827029,187.5692351999969,
4115,success,-7.534,462,2.6645785936994497,25.427558899995347,
4116,success,-7.72,498,3.652935442137169,79.72789019999618,
4117,success,-6.01,399,3.4056462469858593,7.649033400004555,
4118,success,-7.587,416,3.4379667434083307,9.686073400000168,
4119,success,-6.179,425,2.556712035448154,16.823688199998287,
4120,success,-4.636,544,3.906726309476254,91.20111680000264,
4121,failed,,0,,300.08743259999756,Docking: Vina timed out after 300s
4122,success,-9.927,517,5.298949583592576,59.84185459999571,
4123,failed,,0,,300.054996699997,Docking: Vina timed out after 300s
4124,success,-8.555,484,2.8166564439527133,36.029114899996785,
4125,success,-9.431,547,2.6359165968443685,144.6178185999961,
4126,success,-9.451,487,3.168431252570528,186.5301862999986,
4127,success,-8.574,416,4.020704742032819,35.40071909999824,
4128,failed,,0,,300.06498419999843,Docking: Vina timed out after 300s
4129,success,-8.201,511,2.51648879481097,65.5068775999971,
4130,success,-8.695,492,2.8288029218927835,30.509245400004147,
4131,success,-8.852,494,2.762551367164167,58.78822990000481,
4132,success,-6.637,408,3.4493806197022723,15.862354099997901,
4133,success,-7.525,406,2.73203456103671,9.993318299995735,
4134,success,-10.05,471,2.8120897697493215,55.26991139999882,
4135,success,-6.478,473,3.5299860817656783,55.8375612000018,
4136,success,-7.617,398,3.1530940706378545,14.57253099999798,
4137,success,-7.742,468,2.7743290108180063,167.2990240999934,
4138,success,-7.975,427,3.1884611421933586,46.35362519999762,
4139,success,-7.151,468,2.643284556332917,196.0823367999983,
4140,success,-6.498,301,8.607522966188306,127.6284020000021,
4141,success,-5.454,255,9.187797902483512,73.51586989999487,
4142,success,-5.524,255,8.940981628546472,83.81801049999922,
4143,success,-5.956,258,8.528255255080541,73.42852109999512,
4144,success,-6.105,252,9.101615195898328,32.09876770000119,
4145,success,-5.884,299,10.139290935063846,95.73759269999573,
4146,success,-6.337,371,3.62012481702131,13.835816099999647,
4147,success,-6.12,263,8.731583144409054,50.27094720000605,
4148,success,-7.492,486,2.840767648019739,54.27533119999862,
4149,success,-7.941,516,2.775414909065006,57.46846479999658,
4150,success,-5.844,287,8.315352814204513,59.30861300000106,
4151,success,-5.669,309,8.094101880075307,84.08609559999604,
4152,success,-6.982,394,2.802621952924112,11.31351170000562,
4153,success,-7.19,411,3.6074410674615893,17.472412100003567,
4154,success,-7.335,511,2.4643989909416986,69.30513149999751,
4155,success,-6.078,315,8.291534536060633,92.90193299999373,
4156,success,-6.725,294,8.5426760712995,68.43708510000579,
4157,success,-6.833,453,3.70032049108047,34.0089255999992,
4158,success,-6.105,473,10.060378216887788,44.59545019999496,
4159,success,-3.625,251,7.193178842395918,3.7621762000053423,
4160,success,-7.443,438,4.264137053304122,42.35549329999776,
4161,success,-7.552,396,6.846431857751104,13.813278299996455,
4162,success,-8.235,425,3.4511585893341845,25.95722559999558,
4163,success,-6.122,363,2.5110665547185103,12.756538500005263,
4164,success,-6.398,358,3.242316495001364,7.593213899999682,
4165,success,-6.443,338,4.1879397076634515,9.649092100000416,
4166,success,-5.833,362,9.117724257258148,10.070566299997154,
4167,success,-8.267,456,4.099096600262782,36.49372340000264,
4168,success,-9.707,556,2.671381514915997,76.61815329999808,
4169,success,-9.66,544,3.284360399382567,68.27691790000245,
4170,success,-8.809,459,7.099117341543223,26.05738569999812,
4171,success,-9.729,522,4.270379641251594,77.24666079999588,
4172,success,-9.347,498,3.517830719266009,68.89525310000317,
4173,success,-10.02,504,3.4395193757424947,89.46251409999968,
4174,success,-8.559,456,6.725663644519674,31.675754000003508,
4175,success,-8.075,491,4.196101884703223,51.93005860000267,
4176,success,-7.784,470,5.690986711569468,53.72940959999687,
4177,success,-8.754,533,4.784697523583093,49.07653079999727,
4178,success,-9.263,499,3.598330419150527,34.699591299999156,
4179,success,-10.19,534,3.5928822833767797,45.42565949999698,
4180,success,-9.865,539,3.5546426771670534,54.33870190000016,
4181,success,-8.425,483,3.937393280915331,36.501733299999614,
4182,success,-8.119,492,9.575660978228042,32.59565100000327,
4183,success,-8.443,482,6.247025876972278,32.414174799996545,
4184,success,-7.746,440,4.920187888580346,19.262500900003943,
4185,success,-8.929,511,5.329007258280169,48.56950360000337,
4186,success,-8.777,499,4.325906258947902,54.53605719999905,
4187,success,-5.875,327,6.8994681942386835,6.777809899998829,
4188,success,-7.744,373,2.8786397455634334,36.28826889999618,
4189,success,-8.865,380,5.043894114733323,16.229124199999205,
4190,success,-7.801,388,2.720692859878366,18.948990299999423,
4191,success,-8.931,403,3.831160098999297,70.57267519999732,
4192,success,-7.451,360,2.716057451747626,17.566379099996993,
4193,success,-7.265,433,2.4763209460533417,56.32053199999791,
4194,failed,-8.318,0,,31.42849849999766,"Postprocess: FE-ligand distance 1.97Å outside [2.0, 15.0]Å"
4195,success,-7.466,418,2.2078677392319737,75.17469490000076,
4196,success,-8.366,374,3.632210711368075,8.32169309999881,
4197,success,-8.131,582,4.352691123999856,161.9737552000006,
4198,success,-6.913,389,2.4039666543718154,15.26858540000103,
4199,success,-14.36,502,4.8124840061757075,18.69429079999827,
4200,success,-7.075,448,5.654754990787003,16.366860000001907,
4201,success,-5.045,427,4.002369108986637,16.49491990000388,
4202,success,-5.787,418,3.4818310434410282,17.67097819999617,
4203,success,-5.313,405,3.1664372268988252,16.65939950000029,
4204,success,-4.994,457,3.289824001140178,23.575971599995682,
4205,success,-8.805,441,3.719429649387497,17.15803869999945,
4206,success,-7.677,414,4.343662182602689,38.50692510000226,
4207,failed,,0,,300.07103469999856,Docking: Vina timed out after 300s
4208,success,-5.644,602,6.059833895300981,147.5226885000011,
4209,success,-10.2,541,2.539459744897001,122.0470065000045,
4210,success,-12.03,530,3.8704035673522315,170.83048750000307,
4211,success,-8.677,604,5.877809096807511,153.583561200001,
4212,success,1.227,654,5.075549634490631,218.06921539999894,
4213,success,-6.019,385,3.806241829885449,7.105960499997309,
4214,success,-6.494,352,3.1535835221866892,6.885026000003563,
4215,success,-6.619,365,3.302323285433056,9.273975600000995,
4216,success,-6.603,355,3.4169134073653975,8.265703900004155,
4217,success,-6.863,356,3.1016006558114615,8.425124099994719,
4218,success,-8.661,487,4.401363758161169,39.132022400001006,
4219,failed,-7.178,0,,27.55259010000009,"Postprocess: FE-ligand distance 2.00Å outside [2.0, 15.0]Å"
4220,success,-7.908,427,2.0917954717660434,38.040133499998774,
4221,failed,,0,,300.08966689999943,Docking: Vina timed out after 300s
4222,success,-10.63,549,4.636459192022556,89.04390459999559,
4223,success,-11.21,548,2.0382715876498687,102.8721841000006,
4224,success,-9.27,606,5.169126606399933,179.24232199999824,
4225,success,1.053,639,3.967195028439708,291.3887634999992,
4226,failed,,0,,300.0687512999939,Docking: Vina timed out after 300s
4227,success,-5.889,679,2.4496988750514883,275.69971780000196,
4228,success,-7.143,620,4.942605089613264,226.4220592000056,
4229,success,-9.503,545,2.254413112404122,72.0521385999964,
4230,success,-9.445,538,2.309686810532307,79.59820890000265,
4231,failed,,0,,300.0753549000001,Docking: Vina timed out after 300s
4232,success,-9.493,492,2.6634899919267117,30.691702500000247,
4233,success,-4.451,407,9.553590735153222,279.5995968000061,
4234,success,-6.07,333,8.70795405630611,278.86039910000545,
4235,success,-10.87,560,3.35906137258086,213.67828349999763,
4236,success,-5.723,403,3.391946375161102,47.024240500002634,
4237,success,-6.782,320,8.423727141367593,6.513188400000217,
4238,success,-7.801,489,2.879174415166439,119.77391190000344,
4239,success,-7.059,483,3.180338149444169,123.62653180000052,
4240,success,-6.176,331,7.50076320177881,7.133030600001803,
4241,success,-7.534,361,2.7372944194894178,6.802524499995343,
