reaction_id,enzyme_id,compound_id,substrate_smiles,product_smiles,pmids
P450R3708,0,0,CC1C(=O)NC(C(=O)N1)CC2=C(NC3=CC=CC=C32)C(C)(C)C=C,CC1C(=O)NC(=CC2=C(NC3=CC=CC=C32)C(C)(C)C=C)C(=O)N1;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],24811710; 29072465; 33381959
P450R3709,1,1,CC(=O)OC1CC2C(OC(=O)CC(C2(C3C1(C4=CCC(C4(CC3)C)C(CC(C5C(O5)(C)C)O)CO)C)C)OC(=O)C)(C)C,CC(=O)OC1CC2C(OC(=O)CC(C2(C3C1(C4=CCC(C4(CC3)C)C(CC=O)CO)C)C)OC(=O)C)(C)C;CC(C)C(=O)[O-];CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36701471
P450R3710,2,2,CC(=O)OC1C(CC(O1)C2C(O2)(C)C)C3CC=C4C3(CCC5C4(C(CC6C5(CCC(=O)OC6(C)C)C)O)C)C,CC(=O)OC1C(CC(O1)C2C(O2)(C)C)C3CC=C4C3(CCC5C4(C(CC6C5(C(CC(=O)OC6(C)C)O)C)O)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36701471
P450R3711,3,3,CC1(C(CCC2(C1CC=C3C2CCC4(C3(CCC4C5CC(OC5O)C6C(O6)(C)C)C)C)C)O)C,CC1(C(CCC2(C1CC3C4(C2CCC5(C4(CCC5C6CC(OC6O)C7C(O7)(C)C)C)C)O3)C)O)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36701471
P450R3712,4,4,CC(=O)O[C@H]1[C@@H](C[C@@H](O1)[C@H]2C(O2)(C)C)[C@@H]3CC=C4[C@]3(CC[C@H]5[C@]4([C@@H](C[C@@H]6[C@@]5(CCC(=O)C6(C)C)C)O)C)C,CC(=O)OC1C(CC(O1)C2C(O2)(C)C)C3CC=C4C3(CCC5C4(C(CC6C5(CCC(=O)OC6(C)C)C)O)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36701471
P450R3713,5,5,CC(CC(C1C(O1)(C)C)O)C2CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C)O)C)C)C,CC1(C(CCC2(C1CC=C3C2CCC4(C3(CCC4C5CC(OC5O)C6C(O6)(C)C)C)C)C)O)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],31371503
P450R3714,6,6,CC(CCC=C(C)C)C1CCC2(C1(CCC3C2=CCC4C3(CCC(C4(C)C)O)C)C)C,CC(CC(C1C(O1)(C)C)O)C2CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C)O)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],31371503
P450R0001,7,7,C/C/1=C\CC/C(=C/C2C(C2(C)C)CC/C(=C/CC1)/C)/C,,27272333
P450R2308,8,8,C(CN)C(=O)O,O=C1C=CCC(OC(=O)C(OC(=O)CCNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC=3C=CC=CC3)C;O=C1C=CCC(OC(=O)C(OC(=O)CCNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C=4C=CC=CC4;O=C1OC(C(=O)OC(CC=CC(=O)NC(C(=O)NCC1)CC2=CC=C(OC)C=C2)C(C)C3OC3C=4C=CC=CC4)CC(C)C,17240975
P450R2297,8,9,C1=CC(=C(C=C1CC(C(=O)O)N)F)O,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC(F)=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C=4C=CC=CC4,17240975
P450R2305,8,10,C1=CC(=C(C=C1CC(C(=O)O)N)I)O,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(I)=C2)CC(C)C)C(C)C3OC3C=4C=CC=CC4;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(I)=C2)CC(C)C)C(C=CC=3C=CC=CC3)C,17240975
P450R2303,8,11,C1=CC(=CC(=C1)F)CC(C(=O)O)N,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C=4C=CC=C(F)C4;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC=3C=CC=C(F)C3)C,17240975
P450R2300,8,12,C1=CC(=CC=C1CC(C(=O)O)N)Br,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C4=CC=C(Br)C=C4;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC3=CC=C(Br)C=C3)C,17240975
P450R2310,8,13,C1=CC(=CC=C1CC(C(=O)O)N)Cl,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C=C2)CC(C)C)C(C=CC3=CC=C(Cl)C=C3)C;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C4=CC=C(Cl)C=C4;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC3=CC=C(Cl)C=C3)C,17240975
P450R2304,8,14,C1=CC(=CC=C1CC(C(=O)O)N)F,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C4=CC=C(F)C=C4;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC3=CC=C(F)C=C3)C,17240975
P450R2301,8,15,C1=CC=C(C(=C1)CC(C(=O)O)N)F,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C=4C=CC=CC4F;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC=3C=CC=CC3F)C,17240975
P450R2296,8,16,CC(C)(CN)C(=O)O,CC(C)CC1C(=O)OC(CC=CC(=O)NC(C(=O)NCC(C(=O)O1)(C)C)CC2=CC(=C(C=C2)OC)Cl)C(C)C3C(O3)C4=CC=CC=C4,17240975
P450R2309,8,17,CC1=CC=C(C=C1)CC(C(=O)O)N,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C=C2)CC(C)C)C(C=CC3=CC=C(C=C3)C)C;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C4=CC=C(C=C4)C;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC3=CC=C(C=C3)C)C,17240975
P450R2295,8,18,CC1CNC(=O)C(NC(=O)C=CCC(OC(=O)C(OC1=O)CC(C)C)C(C)C=CC2=CC=CC=C2)CC3=CC=C(C=C3)OC,CC(C1C(O1)C2=CC=CC=C2)C(CC=CCNC(CC3=CC=C(C=C3)OC)C(=O)NC(=CC(=O)CC(=CC(C(=O)O)O)C)C)O,17240975
P450R2298,8,19,O=C(C=CCC(O)C(C=CC=1C=CC=CC1)C)NC(C(=O)NCC(C(=O)OC(C(=O)SCCNC(=O)C)CC(C)C)C)CC2=CC=C(OC)C=C2,CC(C1C(O1)C2=CC=CC=C2)C(CC=CCNC(CC3=CC=C(C=C3)OC)C(=O)NC(=CC(=O)CC(=CC(C(=O)O)O)C)C)O,17240975
P450R2302,8,20,O=C(O)C(C)CN,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C)C3OC3C=4C=CC=CC4;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(Cl)=C2)CC(C)C)C(C=CC=3C=CC=CC3)C,17240975
P450R2299,8,21,O=C(O)C(N)CC1=CC=C(OC)C(=C1)C,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(=C2)C)CC(C)C)C(C)C3OC3C=4C=CC=CC4,17240975
P450R2306,8,22,O=C(O)C(N)CC1=CC=C(OC)C(F)=C1,O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(F)=C2)CC(C)C)C(C=CC=3C=CC=CC3)C;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C(OC)C(F)=C2)CC(C)C)C(C)C3OC3C=4C=CC=CC4,17240975
P450R2307,8,23,O=C(O)C(N)CC1=CC=C2OCOC2=C1,O=C1OC(CC=CC(=O)NC(C(=O)NCC(C(=O)OC1CC(C)C)C)CC2=CC=C3OCOC3=C2)C(C)C4OC4C=5C=CC=CC5;O=C1C=CCC(OC(=O)C(OC(=O)C(C)CNC(=O)C(N1)CC2=CC=C3OCOC3=C2)CC(C)C)C(C=CC=4C=CC=CC4)C,17240975
P450R0004,9,24,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,C1=CC=C2C(=C1)C(=CN2)C/C=N/O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25015725
P450R0005,10,25,C1=CC=C(C=C1)C/C=N/O,C1=CC=C(C=C1)[C@H](C#N)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25015725
P450R0006,10,26,C1=CC=C(C=C1)CC#N,C1=CC=C(C=C1)[C@H](C#N)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25015725
P450R0007,11,27,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,C1=CC=C(C=C1)C/C=N/O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O=C=O;O;[H+],25015725
P450R0009,12,28,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H](C3(C)C)O)O)C,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)C(=O)O)O)O)C,23378447;26079384
P450R0010,12,29,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O)O)C,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)C(=O)O)O)O)C,23378447;26079384
P450R0008,12,30,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,23378447;26079384
P450R0011,12,31,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C(=O)O)O,23378447;26079384
P450R0012,13,32,C1=CC(=CC(=C1)O)CO,C1=CC(=C(C=C1O)CO)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],30680886
P450R0013,14,33,CC1=CC(=CC=C1)O,C1=CC(=CC(=C1)O)CO;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],30680886
P450R1834,15,34,C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)C=C,C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@]3(C)C(=O)O)C)C=C,40595667
P450R0020,16,35,CC(C)[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)CO)NC,CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C2C(=CC=C3)N1C)CO,32996659
P450R0021,17,36,*[H],O[*];CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],15051713
P450R0022,18,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,25453910
P450R0023,18,38,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,,25453910
P450R0024,19,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,25453910
P450R0025,19,38,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,,25453910
P450R0026,20,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,25453910
P450R0027,21,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,25453910
P450R0028,21,38,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,,25453910
P450R0029,22,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,25453910
P450R0030,22,38,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,,25453910
P450R0031,23,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,25453910
P450R0032,23,38,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O)C)C)[C@@H]1CC(CC2)(C)C)C,,25453910
P450R2229,24,39,CCCCCCCCCCCC(=O)O,CCCC(CCCCCCCC(=O)O)O;CC(CCCCCCCCCC(=O)O)O;CCCCC(CCCCCCC(=O)O)O;CCC(CCCCCCCCC(=O)O)O;C(CCCCCC(=O)O)CCCCCO,
P450R2228,24,40,OCC(C)CC(C)CC(C)CC(C)CC,C[C@H](C[C@H](C)C[C@H](C)[C@H](C)O)C[C@@H](C)CO;C[C@H](C[C@H](C)C[C@H](C)[C@@H](C)O)C[C@@H](C)CO,
P450R0034,25,41,C1=CC=C(C=C1)C/C=N\O,C1=CC=C(C=C1)CC#N,25335755
P450R0035,26,41,C1=CC=C(C=C1)C/C=N\O,C1=CC=C(C=C1)CC#N,25335755
P450R3610,27,42,CC1(CCCC2(C3C1C(C2(CC3)C)O)C)C,CC1(CCCC2(C3C1C(C2(CC3O)C)O)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],17823352; 20237561; 26198851; 19880637; 26673640
P450R3465,28,43,C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C[C@H](/C=C/C(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C;C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)([O-])[O-])O)O)C(=O)N;O,23442154
P450R0036,29,44,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@@]3([C@H]2CC=C4[C@H]3CC[C@@H](C4(C)C)O)C)C)C,,25430763
P450R3425,30,36,*[H],O[*];CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36607403
P450R3424,30,45,CC1=C(CCC([O-])=O)C2=[N+]3C1=Cc1c(C)c(C=C)c4C=C5C(C)=C(C=C)C6=[N+]5[Fe-]3(n14)n1c(=C6)c(C)c(CCC([O-])=O)c1=C2,CC1=C(CCC([O-])=O)C2=[N+]3C1=Cc1c(C)c(C=C)c4C=C5C(C)=C(C=C)C6=[N+]5[Fe--]3(n14)n1c(=C6)c(C)c(CCC([O-])=O)c1=C2;C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)([O-])[O-])O)O)C(=O)N;[H+],36607403
P450R3426,30,46,CCCCCCCCCCCC(=O)[O-],CCCCCCCC(CCCC(=O)[O-])O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36607403
P450R3427,30,47,CCCCCCCCCCCCCC(=O)[O-],CCCCCCCC(CCCCCC(=O)[O-])O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],36607403
P450R3428,30,48,CCCCCCCCCCCCO,CCCCCCCC(CCCCO)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];CCCCCCCCC(CCCO)O;CCCCCCC(CCCCCO)O,36607403
P450R3429,30,48,CCCCCCCCCCCCO,CCCCCCCC(CCCCO)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];CCCCCCCCC(CCCO)O;CCCCCCC(CCCCCO)O,36607403
P450R3430,30,48,CCCCCCCCCCCCO,CCCCCCCC(CCCCO)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];CCCCCCCCC(CCCO)O;CCCCCCC(CCCCCO)O,36607403
P450R0037,31,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C)O)C)C)(C)C)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25578277
P450R0040,31,30,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,,25578277
P450R0038,31,49,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C=O)C)C)(C)C)O,,25578277
P450R0039,31,50,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)O,,25578277
P450R0041,32,51,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C,25576188
P450R0042,32,52,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1C)C)C,25576188
P450R0043,32,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCC(=O)C5(C)C)C)C)[C@@H]1CC(CC2)(C)C)C,25576188
P450R0047,33,37,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25578277
P450R0044,33,49,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C=O)C)C)(C)C)O,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)[O-])C)C)(C)C)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25578277
P450R0045,33,50,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)O,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O;C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C=O)C)C)(C)C)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25578277
P450R0046,33,50,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)O,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O;C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C=O)C)C)(C)C)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],25578277
P450R0048,33,53,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C)O)C)C)(C)C)O,,25578277
