ccd_code,smiles,source,validation_status,error_message
EY5,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,API,VALID,
F,[F-],API,VALID,
F3S,[S]1[Fe]2[S][Fe]3[S][Fe]1[S]23,API,VALID,
F4O,COC(=O)[C@@H]1[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C\C=C(/C)C(=O)Nc2c(C)c(OC(C)=O)c3c(c(OC)c(C)c(O)c3c2O)C(=O)/C(C)=C/[C@@](C)(O)C(O)[C@@H](C)[C@H]1O,API,VALID,
F7Z,CC[C@H]1[C@H]2[C@H](C[C@H]1C)[C@H]1C[C@H]3/C=C/C(O)=C4/C(=O)N[C@@H](CCCNC(=O)/C=C\C[C@@H]3[C@H]1[C@@H]1O[C@@H]12)C4=O,API,VALID,
FDE,CC1=CC2=Cc3c(C)cc4[n]3[Fe]35<-[N]2=C1C=c1c(C)c(CCC(=O)O)c([n]13)=CC1=[N]->5C(=C4)C(C)=C1CCC(=O)O,API,VALID,
FE2,[Fe+2],API,VALID,
FEM,O=C1CCC(=O)N1CC[C]12->[Fe]3456789([CH]%10[CH]->3=[CH]->4[CH]->5=[CH]->6%10)<-[CH](=[CH]->71)[C@H]8[CH]->9=2,API,VALID,
FES,[S]1[Fe][S][Fe]1,API,VALID,
FIV,O=C(O)c1ccc2ccccc2c1,API,VALID,
FJQ,Clc1ccc([C@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,API,VALID,
FLF,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,API,VALID,
FLI,CCCCCC[C@H]1C(=O)O[C@H](C)C/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,API,VALID,
FLP,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,API,VALID,
FLV,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21,API,VALID,
FOF,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,API,VALID,
FQC,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,API,VALID,
FRU,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,API,VALID,
FW6,CCc1cccc(OP(=O)(O)O)c1,API,VALID,
G4O,CC(C)N,API,VALID,
G56,O=C(COc1ccc(OC(F)(F)F)cc1)N[C@@H](Cc1ccccc1)C(=O)O,API,VALID,
GAI,N=C(N)N,API,VALID,
GGJ,COc1ccc(-c2n[nH]c(N)c2-c2cccc(-c3cccc(N)c3)c2)cc1,API,VALID,
GKX,O=C(CCCCC1CCCCC1)N[C@@H](Cc1ccccc1)C(=O)O,API,VALID,
GQR,N[C@H]1CCc2ccccc21,API,VALID,
GWM,Cc1ccc(OP(=O)(O)O)cc1,API,VALID,
H5J,O=[N+]([O-])c1ccc2oncc2c1,API,VALID,
HAI,[NH3+]C1CCCCC1,API,VALID,
HC9,CC(C)CC[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,API,VALID,
HCD,CC(C)CCC[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,API,VALID,
HEZ,OCCCCCCO,API,VALID,
HG,[Hg+2],API,VALID,
HIH,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCC1CCNCC1,API,VALID,
HJJ,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12,API,VALID,
HL0,CCCCCCCCCC(=O)N[C@H]1CCOC1=O,API,VALID,
HO2,CCCCC[C@H](O)/C=C/C=C/CCCCCCCC(=O)O,API,VALID,
HOA,NO,API,VALID,
HPA,O=c1[nH]cnc2nc[nH]c12,API,VALID,
HTG,CCCCCCCS[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,API,VALID,
HX1,CCCCc1ccc(C(=O)O)cc1,API,VALID,
HX2,C[C@@H](O)CC[C@@H](C)O,API,VALID,
I6Y,c1cc(-c2ccc3c(ccn3CCN3CCNCC3)c2)ccn1,API,VALID,
I8F,O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCCN1C(=O)CCC1CCCCC1,API,VALID,
IC6,O=C(CCCCCn1ccnc1)N[C@@H](Cc1ccccc1)C(=O)O,API,VALID,
ID3,CC(=O)/C=C/C1=C(C)CCCC1(C)C,API,VALID,
II2,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(N)cc4C3=O)cc2)cc1,API,VALID,
II4,Cc1cccc(-n2cnc3cc(N)ccc32)c1,API,VALID,
IND,c1ccc2[nH]ccc2c1,API,VALID,
IRJ,O=C(O)c1ccc(Cc2ccccc2)cc1,API,VALID,
IRV,O=C(CCCCn1ccnc1)N[C@@H](Cc1ccccc1)C(=O)O,API,VALID,
J5Y,Cc1ccc(Cl)cc1N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,API,VALID,
JD7,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,API,VALID,
JDJ,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,API,VALID,
JFC,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCN1CCOCC1,API,VALID,
JFI,O=C(NCCN1CCOCC1)c1ccc(Cc2ccncc2)cc1,API,VALID,
JK9,COc1ccc(-c2ccncc2)cc1,API,VALID,
JKF,CO[C@](c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1c(F)cccc1F)cc(=O)n2C)c1cncn1C,API,VALID,
JO4,O=C(O)c1ccc(Oc2ccccc2)cc1,API,VALID,
JUR,NC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCN1CCNCC1,API,VALID,
JV3,COC(=O)c1cccc(-c2ccncc2)c1,API,VALID,
JZ3,COc1ccccc1O,API,VALID,
K2B,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,API,VALID,
K3Z,COc1ccc(/C=C/C(=O)O)cc1,API,VALID,
KB9,CCCC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCC1CCNCC1,API,VALID,
KE2,Cc1cc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)ccc1O,API,VALID,
KE5,Cc1cc(O)ccc1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,API,VALID,
KEB,Cc1cc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)cc(C)c1O,API,VALID,
KEH,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,API,VALID,
KEQ,COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)cc1,API,VALID,
KEW,O=C1N[C@@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,API,VALID,
KEZ,C#Cc1cc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)ccc1O,API,VALID,
KH4,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1c[nH]cn1,API,VALID,
KKK,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,API,VALID,
KLN,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,API,VALID,
KQF,O=C(O)c1ccc(-c2ccco2)cc1,API,VALID,
KQR,O=C(O)c1ccc(-c2cccs2)cc1,API,VALID,
KTN,CC(=O)N1CCN(c2ccc(OC[C@H]3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,API,VALID,
KZ6,O=C(O)c1ccc(I)cc1,API,VALID,
L3C,O=C(O)c1ccc(CCl)cc1,API,VALID,
L3K,O=C(O)c1ccc(CCBr)cc1,API,VALID,
L49,O=C(O[C@H](Cn1ccnc1)c1ccc(F)cc1)c1cccc(C(F)(F)F)c1,API,VALID,
L4I,O=C(O)c1ccc(CCCl)cc1,API,VALID,
L6X,COc1ccc(C(=O)O)cc1O,API,VALID,
LAN,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,API,VALID,
LBJ,COc1ccc2[nH]c3c(c2c1)CCNC3,API,VALID,
LC9,NCc1c[nH]c2ccccc12,API,VALID,
LDP,NCCc1ccc(O)c(O)c1,API,VALID,
LEH,CC(C)C[C@H](NC(=O)CCCCCCCCCCCn1ccnc1)C(=O)O,API,VALID,
LFD,O=C(Nc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1)O[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,API,VALID,
LFS,CC(C)c1ccc(NC(=O)O[C@H](Cn2ccnc2)c2ccc(F)cc2)cc1,API,VALID,
LFT,CC(C)c1ccc(NC(=O)O[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,API,VALID,
LFV,O=C(N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3ccc(OCC(F)(F)F)cc3F)o2)cc1,API,VALID,
LNP,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C=C3CC3)C3=CC[C@@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,API,VALID,
LS9,OB(O)c1cccnc1,API,VALID,
LSN,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,API,VALID,
LUU,NCc1ccc2[nH]ccc2c1,API,VALID,
LVC,CC(=O)Cc1ccc(C(=O)O)cc1,API,VALID,
LVK,CCC(=O)c1ccc(C(=O)O)cc1,API,VALID,
LXO,O=C(O)CCCNc1ccncc1,API,VALID,
LZ1,c1ccc2[nH]ncc2c1,API,VALID,
M4F,O=C(O)c1ccc(OC(F)(F)F)cc1,API,VALID,
M65,CCOC(=O)CCCCCCn1ccnc1,API,VALID,
M8N,Cc1cc(CCC(C)C)ccc1NCNO,API,VALID,
M9B,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,API,VALID,
MBN,Cc1ccccc1,API,VALID,
MH0,CCC1=C(C)C2=CC3=[N]4->[Fe]56<-[N]2=C1C=C1C(C)=C(CC)C(=[N]->51)C=C1C(C)=C(CCC(=O)O)C(=[N]->61)C=C4C(CCC(=O)O)=C3C,API,VALID,
MI9,CCC1=C(C)C2=[N]3->[Mo]45(=[O])<-[N]6=C(C=c7c(CCC(=O)O)c(C)c([n]74)=C2)C(CCC(=O)O)=C(C)C6=Cc2c(CC)c(C)c([n]25)C=C13,API,VALID,
MIV,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,API,VALID,
MLA,O=C(O)CC(=O)O,API,VALID,
MNH,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4[n]3[Mn@+2]35[n]6c(c(C)c(C=C)c6=CC6=[N+]3C(=C4)C(CCC(=O)O)=C6C)=CC1=[N+]25,API,VALID,
MNR,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)O)c4[n]1[Mn@@+3]31[n]3c(c(C)c(C=C)c3=C2)=CC2=[N+]1C(=C4)C(CCC(=O)O)=C2C,API,VALID,
MPO,O=S(=O)(O)CCCN1CCOCC1,API,VALID,
MQN,Cc1ccc2cc(N)ccc2n1,API,VALID,
MTK,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,API,VALID,
MTN,CC1(C)C=C(CSS(C)(=O)=O)C(C)(C)N1[O],API,VALID,
MW7,C=Cc1ccc(C(=O)O)cc1,API,VALID,
MWY,CC[C@]1(C)C[C@@H](OC(=O)CSc2n[nH]c(N)n2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,API,VALID,
MXD,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],API,VALID,
MY8,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)[C@H](O)/C=C/C=C/[C@@H]1C,API,VALID,
MYR,CCCCCCCCCCCCCC(=O)O,API,VALID,
MYT,CC(C)(C(=O)c1cccnc1)c1cccnc1,API,VALID,
MYV,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@]1(O)CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,API,VALID,
N4E,CCOc1ccc(NC(C)=O)cc1,API,VALID,
N55,C=C[C@H](c1ccc(-c2ccc(O)c(Cl)c2)cc1)n1ccnc1,API,VALID,
N5W,FC(F)(F)c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,API,VALID,
N5Z,Fc1ccc(-c2ccc(/C=C/Cn3ccnc3)cc2)cc1,API,VALID,
NBN,[C-]#[N+]CCCC,API,VALID,
NCM,O=C1C[C@H]2CC[C@@H]1C2,API,VALID,
NCT,CN1CCC[C@H]1c1cccnc1,API,VALID,
NE4,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3,API,VALID,
NEE,Cc1cc(Oc2cccc(Cn3ccnc3)c2)cc(C)c1Cl,API,VALID,
NEH,CCN,API,VALID,
NME,CN,API,VALID,
NO3,O=[N+]([O-])[O-],API,VALID,
NQ,O=C1C=C(O)C(=O)c2ccccc21,API,VALID,
NQ8,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)CC[C@]3(C)[C@H]1CC2,API,VALID,
NRB,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C,API,VALID,
O,O,API,VALID,
OCA,CCCCCCCC(=O)O,API,VALID,
OID,O=C(O)CCCCCCCCCn1ccnc1,API,VALID,
OIO,O=C(O)CCCCCCCn1ccnc1,API,VALID,
OKE,COc1cccc(CO)c1O,API,VALID,
OLA,CCCCCCCC/C=C\CCCCCCCC(=O)O,API,VALID,
OPF,CCCCCCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,API,VALID,
OUC,Cc1cc(O)cc(C)c1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,API,VALID,
OVM,COc1cccc(C(=O)O)c1,API,VALID,
OVP,CSc1cccc(C(=O)O)c1,API,VALID,
OVV,Cc1cccc(C(=O)O)c1,API,VALID,
OW4,CNc1cccc(C(=O)O)c1,API,VALID,
OW7,CCOc1cccc(C(=O)O)c1,API,VALID,
OXY,O=O,API,VALID,
P33,OCCOCCOCCOCCOCCOCCOCCO,API,VALID,
P3Z,COc1ccc([C@](O)(c2cncnc2)C2CC2)cc1,API,VALID,
P6M,C[C@@H]1C[C@@](C)(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)N=C(N)S1,API,VALID,
P6U,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,API,VALID,
PAM,CCCCCC/C=C\CCCCCCCC(=O)O,API,VALID,
PB2,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,API,VALID,
PCR,Cc1ccc(O)cc1,API,VALID,
PFZ,CCCCCC[C@](O)(Cn1ccnc1)c1ccc(Cl)cc1Cl,API,VALID,
PHB,O=C(O)c1ccc(O)cc1,API,VALID,
PHE,N[C@@H](Cc1ccccc1)C(=O)O,API,VALID,
PHQ,O=C(Cl)OCc1ccccc1,API,VALID,
PIM,c1ccc(-c2cnc[nH]2)cc1,API,VALID,
PIW,c1ccc(-n2ccnc2)cc1,API,VALID,
PIY,c1ccc(-c2ncc[nH]2)cc1,API,VALID,
PLM,CCCCCCCCCCCCCCCC(=O)O,API,VALID,
PLO,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,API,VALID,
PN0,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,API,VALID,
POZ,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CC[C@@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,API,VALID,
PP9,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C=C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C,API,VALID,
PQM,O=C(O)c1ccc(-c2cccnc2)cc1,API,VALID,
PQP,O=C(O)c1ccc(-n2ccnc2)cc1,API,VALID,
PQS,O=C(O)c1ccc(-c2ccccn2)cc1,API,VALID,
PRO,O=C(O)[C@@H]1CCCN1,API,VALID,
PXI,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@H](C)C[C@H](C)C(=O)/C=C/[C@H]1C,API,VALID,
PYJ,CCc1ccccc1,API,VALID,
PYZ,Ic1cn[nH]c1,API,VALID,
PZB,Oc1ccc(-c2n[nH]cc2Oc2ccccc2)c(O)c1,API,VALID,
Q47,O=C1N[C@@H](Cc2ccc(O)c(Br)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,API,VALID,
Q4M,COc1ccc2[nH]c(C(=O)N3C[C@@H](CCl)c4c3ccc3[nH]ccc43)cc2c1,API,VALID,
QDB,O=C(O)c1ccc(C(=O)c2ccccc2)cc1,API,VALID,
QDN,C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,API,VALID,
QFD,O=C1N[C@@H](Cc2ccc(OCO)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1,API,VALID,
QI9,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,API,VALID,
QKM,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,API,VALID,
QLE,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)CCN(C)C)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C,API,VALID,
QR8,C[C@@H]1[C@@H](O)[C@@H](C)C[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@H]1O,API,VALID,
QRP,O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@@H]12,API,VALID,
QSC,C[C@@H](N)c1ccccc1,API,VALID,
QZP,CC(C)Cc1ccc(C(=O)O)cc1,API,VALID,
R2H,O=C1N[C@@H](Cc2ccc(O)c(F)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,API,VALID,
RAM,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,API,VALID,
REA,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,API,VALID,
RET,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,API,VALID,
RFA,CC1=CC2C3CC(CC4C(F)C(F)C(C5C(F)C(F)C(NC6C7CC8CC(C7)CC6C8)C(F)C5F)C(F)C4F)CC[N]3[Ru+2]34([N]5C=CCCC5=C5C=CCC[N]53)([N]3CCCCC3=C3CCCC[N]34)[N]2CC1,API,VALID,
RFB,CC1=CC2C3CC(CC4C(F)C(F)C(C5C(F)C(F)C(NC6C7CC8CC(C7)CC6C8)C(F)C5F)C(F)C4F)CC[N]3[Ru+2]34([N]5C=CCCC5=C5C=CCC[N]53)([N]3CCCCC3=C3CCCC[N]34)[N]2CC1,API,VALID,
RIT,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,API,VALID,
RM1,CN[C@@H]1CCc2ccccc21,API,VALID,
RRM,CCCC[C@H]1CC[C@]2(CC[C@H](C)[C@@H](C/C=C(C)/C=C/[C@H](O)[C@@H](C)/C=C/C(=O)O)O2)O[C@H]1/C=C/C(C)=C/C(=O)O,API,VALID,
RT8,CC1CCC(C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)CC1,API,VALID,
RTZ,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,API,VALID,
RU8,O=C(CI)Nc1cc2ccc[n]3->[Ru+2]45(<-[n]6ccccc6-c6cccc[n]->46)(<-[n]4ccccc4-c4cccc[n]->54)<-[n]4cccc1c4c23,API,VALID,
RUR,CCC1=C(C)C2=[N]3->[Ru@@]45<-[N]6=C(C=c7c(CCC(=O)O)c(C)c([n]74)=C2)C(CCC(=O)O)=C(C)C6=Cc2c(CC)c(C)c([n]25)C=C13,API,VALID,
RWZ,CC(C)=CCC/C(C)=C\CNCCNC1C2CC3CC(C2)CC1C3,API,VALID,
SAW,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCNC(=O)C34C[C@@H]5C[C@@H](CC(O)(C5)C3)C4)cccc12,API,VALID,
SBF,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCNC(=O)CC34CC5CC(CC(C5)C3)C4)cccc12,API,VALID,
SI5,Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,API,VALID,
SI6,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cn[nH]c3)C[C@H]2CS1,API,VALID,
SIM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,API,VALID,
SIN,O=C(O)CCC(=O)O,API,VALID,
SKX,CCN(CC)c1ccc2cc(C(=O)NC[C@](O)(Cn3cncn3)c3ccc(F)cc3F)c(=O)oc2c1,API,VALID,
SM,[Sm+3],API,VALID,
SNE,C=C1CC[C@@]2(C(C)C)C[C@@H]12,API,VALID,
SOR,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,API,VALID,
SPD,NCCCCNCCCN,API,VALID,
SPK,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],API,VALID,
SPM,NCCCNCCCCNCCCN,API,VALID,
SRO,NCCc1c[nH]c2ccc(O)cc12,API,VALID,
SRT,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,API,VALID,
STQ,N[C@H]1CCCc2ccccc21,API,VALID,
STR,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,API,VALID,
SWF,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,API,VALID,
SYN,C=Cc1ccccc1,API,VALID,
T24,CC/C=C\C[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,API,VALID,
T25,CCCCC[C@@H]1O[C@@H]1C/C=C\CCCCCCCC(=O)O,API,VALID,
T9H,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(S(=O)(=O)c3cccs3)CC2)cc1F,API,VALID,
TAM,NC(CCO)(CCO)CCO,API,VALID,
TB2,CC(C)(C)c1ccc(CC=O)cc1,API,VALID,
TBQ,CC(C)(C)[C@](O)(CCc1ccc(Cl)cc1)Cn1cncn1,API,VALID,
TBX,CC(C)(C)[C@@](O)(CCc1ccc(Cl)cc1)Cn1cncn1,API,VALID,
TCM,CC1(C)[C@@H]2CC[C@@]1(C)C(=S)C2,API,VALID,
TCZ,Clc1cc(Cl)cc(Cl)c1,API,VALID,
TDH,Oc1ccc(-c2cnnn2-c2ccc(O)cc2)cc1,API,VALID,
TDZ,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2,API,VALID,
TES,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,API,VALID,
TIC,Clc1ccccc1CN1CCc2sccc2C1,API,VALID,
TLA,O=C(O)[C@H](O)[C@@H](O)C(=O)O,API,VALID,
TMH,CC1=CC[C@@H]2C[C@H]1C2(C)C,API,VALID,
TMI,c1ccc(-c2ccc([C@H](c3ccccc3)n3ccnc3)cc2)cc1,API,VALID,
TPF,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,API,VALID,
TQU,Nc1ccc2nccc(-n3cncn3)c2c1,API,VALID,
TRP,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,API,VALID,
TTY,O=C(O)c1coc2c1C(=O)CCC2,API,VALID,
TU1,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(F)ccc2F)cc1F,API,VALID,
TW5,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1F,API,VALID,
TWO,COc1ccc(C(=O)O)cc1OC,API,VALID,
TZF,Oc1ccc(-n2cncn2)cc1,API,VALID,
TZM,Nc1cccc(Cn2cncn2)c1,API,VALID,
U51,CCCCCC/C=C/[C@@H]1[C@@H](CC=CCCCC(=O)O)[C@@H]2C[C@H]1N=N2,API,VALID,
UB7,O=C(O)c1ccc(C(=O)O)cc1,API,VALID,
UB9,COc1cc(C)cc(OC)c1O,API,VALID,
UCH,O=C(O)C1CCN(c2ccncc2)CC1,API,VALID,
UCZ,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,API,VALID,
UDD,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,API,VALID,
UDO,O=C([C@@H](c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,API,VALID,
ULZ,Brc1ccc2[nH]cc(CCc3ccnc(N4CCOCC4)n3)c2c1,API,VALID,
UMT,c1ccc2c(CCc3ccnc(N4CCOCC4)n3)c[nH]c2c1,API,VALID,
UMZ,c1ccc2c(CCc3ccncn3)c[nH]c2c1,API,VALID,
UYG,CC(C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,API,VALID,
UYM,O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,API,VALID,
