compound_id,smiles,name
163,C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2O)O)O)O)O,"2,3',4,4',6-pentahydroxybenzophenone (2,3',4,4',6-pentaHB, maclurin)"
164,C1=CC(=CN=C1)C(=O)O,4-(1-methyl-2-pyrrolidinyl)-3-methyloxobutanoate (MPMOB)
165,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,8-methoxypsoralen
166,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,chrysin
167,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,7-O-methylated apigenin (apigenin 7-O-methyl ether)
168,CN1CCC[C@H]1C2=CN=CC=C2,nicotine
169,CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,"(E,E)-geranyllinalool"
170,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,(E)-nerolidol
171,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,cholesterol
172,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3,protopine
173,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C(=C(C=C4)OC)OC)OCO3,allocryptopine
174,C[N@@+]12CCC3=CC4=C(C=C3[C@@H]1CC5=C(C2)C6=C(C=C5)OCO6)OCO4,(S)-cis-N-methylstylopine
175,C[N+]12CCC3=CC4=C(C=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)OCO4,N-methylcanadine
176,CN1CCCC1CC(=O)CC(=O)O,4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoic acid
177,CN1CC2=C(C=CC3=C2OCO3)C4=C1C5=CC6=C(C=C5C=C4)OCO6,dihydrobenzophenanthridine alkaloid (dihydrosanguinarine and/or related substrates)
178,CC/C=C/CC1=C(C(CC1=O)O)C,jasmolone
179,CC(=CCCC1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)C,deoxyshikonin
180,COC1=C(C=CC(=C1)/C=C/C=O)O,coniferaldehyde
181,COC1=C(C=CC(=C1)/C=C/CO)O,coniferyl alcohol
182,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,ferulic acid
183,C1=CC(=CC=C1/C=C/C=O)O,p-coumaraldehyde
184,C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6,(+)-sesamin
185,C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O,"3,9-dihydroxypterocarpan"
