exp,label,unit_cn,group_id,split,n_enzymes,n_samples,n_positive
EXP007,NN80,NN80组件,nn80_comp_0470,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0471,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0472,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0473,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0474,train,1,41,5
EXP007,NN80,NN80组件,nn80_comp_0475,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0476,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0477,train,1,56,6
EXP007,NN80,NN80组件,nn80_comp_0478,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0479,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0480,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0481,train,1,31,3
EXP007,NN80,NN80组件,nn80_comp_0482,train,1,35,3
EXP007,NN80,NN80组件,nn80_comp_0483,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0484,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0485,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0486,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0487,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0488,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0489,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0490,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0491,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0492,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0493,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0494,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0495,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0496,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0497,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0498,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0499,train,1,32,1
EXP007,NN80,NN80组件,nn80_comp_0500,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0501,train,1,51,6
EXP007,NN80,NN80组件,nn80_comp_0502,val,1,79,11
EXP007,NN80,NN80组件,nn80_comp_0503,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0504,train,1,41,4
EXP007,NN80,NN80组件,nn80_comp_0505,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0506,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0507,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0508,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0509,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0510,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0511,train,1,51,7
EXP007,NN80,NN80组件,nn80_comp_0512,train,1,54,7
EXP007,NN80,NN80组件,nn80_comp_0513,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0514,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0515,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0516,train,1,60,7
EXP007,NN80,NN80组件,nn80_comp_0517,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0518,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0519,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0520,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0521,train,1,37,3
EXP007,NN80,NN80组件,nn80_comp_0522,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0523,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0524,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0525,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0526,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0527,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0528,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0529,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0530,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0531,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0532,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0533,test,1,2,0
EXP007,NN80,NN80组件,nn80_comp_0534,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0535,train,1,53,6
EXP007,NN80,NN80组件,nn80_comp_0536,train,1,35,4
EXP007,NN80,NN80组件,nn80_comp_0537,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0538,train,1,43,6
EXP007,NN80,NN80组件,nn80_comp_0539,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0540,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0541,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0542,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0543,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0544,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0545,val,1,119,18
EXP007,NN80,NN80组件,nn80_comp_0546,val,1,68,9
EXP007,NN80,NN80组件,nn80_comp_0547,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0548,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0549,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0550,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0551,test,1,12,1
EXP007,NN80,NN80组件,nn80_comp_0552,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0553,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0554,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0555,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0556,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0557,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0558,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0559,val,1,21,0
EXP007,NN80,NN80组件,nn80_comp_0560,train,1,39,4
EXP007,NN80,NN80组件,nn80_comp_0561,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0562,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0563,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0564,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0565,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0566,train,1,37,4
EXP007,NN80,NN80组件,nn80_comp_0567,train,1,46,6
EXP007,NN80,NN80组件,nn80_comp_0568,train,1,32,4
EXP007,NN80,NN80组件,nn80_comp_0569,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0570,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0571,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0572,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0573,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0574,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0575,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0576,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0577,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0578,test,1,20,0
EXP007,NN80,NN80组件,nn80_comp_0579,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0580,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0581,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0582,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0583,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0584,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0585,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0586,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0587,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0588,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0589,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0590,train,1,37,3
EXP007,NN80,NN80组件,nn80_comp_0591,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0592,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0593,val,1,69,9
EXP007,NN80,NN80组件,nn80_comp_0594,train,1,31,1
EXP007,NN80,NN80组件,nn80_comp_0595,train,1,63,9
EXP007,NN80,NN80组件,nn80_comp_0596,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0597,train,1,40,5
EXP007,NN80,NN80组件,nn80_comp_0598,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0599,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0600,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0601,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0602,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0603,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0604,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0605,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0606,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0607,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0608,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0609,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0610,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0611,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0612,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0613,test,1,18,0
EXP007,NN80,NN80组件,nn80_comp_0614,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0615,train,1,43,4
EXP007,NN80,NN80组件,nn80_comp_0616,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0617,train,1,30,2
EXP007,NN80,NN80组件,nn80_comp_0618,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0619,train,1,38,4
EXP007,NN80,NN80组件,nn80_comp_0620,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0621,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0622,train,1,33,4
EXP007,NN80,NN80组件,nn80_comp_0623,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0624,val,1,93,14
EXP007,NN80,NN80组件,nn80_comp_0625,val,1,26,0
EXP007,NN80,NN80组件,nn80_comp_0626,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0627,train,1,48,5
EXP007,NN80,NN80组件,nn80_comp_0628,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0629,train,1,65,8
EXP007,NN80,NN80组件,nn80_comp_0630,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0631,train,1,57,8
EXP007,NN80,NN80组件,nn80_comp_0632,test,1,227,36
EXP007,NN80,NN80组件,nn80_comp_0633,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0634,train,1,45,6
EXP007,NN80,NN80组件,nn80_comp_0635,train,1,32,2
EXP007,NN80,NN80组件,nn80_comp_0636,train,1,38,5
EXP007,NN80,NN80组件,nn80_comp_0637,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0638,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0639,train,1,32,2
EXP007,NN80,NN80组件,nn80_comp_0640,train,1,31,3
EXP007,NN80,NN80组件,nn80_comp_0641,val,1,73,10
EXP007,NN80,NN80组件,nn80_comp_0642,train,1,66,9
EXP007,NN80,NN80组件,nn80_comp_0643,val,1,79,10
EXP007,NN80,NN80组件,nn80_comp_0644,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0645,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0646,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0647,train,1,61,8
EXP007,NN80,NN80组件,nn80_comp_0648,train,1,28,3
EXP007,NN80,NN80组件,nn80_comp_0649,test,1,143,23
EXP007,NN80,NN80组件,nn80_comp_0650,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0651,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0652,train,1,49,6
EXP007,NN80,NN80组件,nn80_comp_0653,val,1,68,7
EXP007,NN80,NN80组件,nn80_comp_0654,train,1,41,5
EXP007,NN80,NN80组件,nn80_comp_0655,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0656,train,1,38,4
EXP007,NN80,NN80组件,nn80_comp_0657,train,1,59,7
EXP007,NN80,NN80组件,nn80_comp_0658,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0659,val,1,73,9
EXP007,NN80,NN80组件,nn80_comp_0660,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0661,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0662,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0663,train,1,45,4
EXP007,NN80,NN80组件,nn80_comp_0664,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0665,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0666,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0667,train,1,32,2
EXP007,NN80,NN80组件,nn80_comp_0668,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0669,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0670,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0671,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0672,train,1,35,4
EXP007,NN80,NN80组件,nn80_comp_0673,train,1,28,3
EXP007,NN80,NN80组件,nn80_comp_0674,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0675,train,1,53,7
EXP007,NN80,NN80组件,nn80_comp_0676,val,1,86,12
EXP007,NN80,NN80组件,nn80_comp_0677,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0678,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0679,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0680,val,1,26,0
EXP007,NN80,NN80组件,nn80_comp_0681,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0682,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0683,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0684,val,1,84,12
EXP007,NN80,NN80组件,nn80_comp_0685,train,1,39,4
EXP007,NN80,NN80组件,nn80_comp_0686,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0687,train,1,38,3
EXP007,NN80,NN80组件,nn80_comp_0688,train,1,37,4
EXP007,NN80,NN80组件,nn80_comp_0689,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0690,train,1,37,3
EXP007,NN80,NN80组件,nn80_comp_0691,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0692,train,1,55,6
EXP007,NN80,NN80组件,nn80_comp_0693,train,1,60,6
EXP007,NN80,NN80组件,nn80_comp_0694,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0695,val,1,113,18
EXP007,NN80,NN80组件,nn80_comp_0696,train,1,28,3
EXP007,NN80,NN80组件,nn80_comp_0697,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0698,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0699,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0700,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0701,train,1,44,3
EXP007,NN80,NN80组件,nn80_comp_0702,train,1,33,2
EXP007,NN80,NN80组件,nn80_comp_0703,train,1,31,3
EXP007,NN80,NN80组件,nn80_comp_0704,train,1,55,7
EXP007,NN80,NN80组件,nn80_comp_0705,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0706,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0707,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0708,val,1,29,0
EXP007,NN80,NN80组件,nn80_comp_0709,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0710,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0711,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0712,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0713,train,1,40,4
EXP007,NN80,NN80组件,nn80_comp_0714,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0715,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0716,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0717,val,1,80,12
EXP007,NN80,NN80组件,nn80_comp_0718,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0719,train,1,35,3
EXP007,NN80,NN80组件,nn80_comp_0720,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0721,val,1,12,0
EXP007,NN80,NN80组件,nn80_comp_0722,train,1,34,4
EXP007,NN80,NN80组件,nn80_comp_0723,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0724,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0725,train,1,43,5
EXP007,NN80,NN80组件,nn80_comp_0726,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0727,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0728,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0729,train,1,35,3
EXP007,NN80,NN80组件,nn80_comp_0730,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0731,train,1,38,4
EXP007,NN80,NN80组件,nn80_comp_0732,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0733,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0734,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0735,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0736,train,1,37,4
EXP007,NN80,NN80组件,nn80_comp_0737,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0738,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0739,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0740,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0741,train,1,58,7
EXP007,NN80,NN80组件,nn80_comp_0742,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0743,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0744,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0745,val,1,133,21
EXP007,NN80,NN80组件,nn80_comp_0746,train,1,46,6
EXP007,NN80,NN80组件,nn80_comp_0747,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0748,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0749,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_0750,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0751,val,1,76,11
EXP007,NN80,NN80组件,nn80_comp_0752,train,1,49,6
EXP007,NN80,NN80组件,nn80_comp_0753,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0754,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0755,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0756,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0757,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0758,val,1,70,10
EXP007,NN80,NN80组件,nn80_comp_0759,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0760,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0761,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0762,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0763,train,1,36,4
EXP007,NN80,NN80组件,nn80_comp_0764,train,1,35,4
EXP007,NN80,NN80组件,nn80_comp_0765,test,1,16,0
EXP007,NN80,NN80组件,nn80_comp_0766,train,1,43,5
EXP007,NN80,NN80组件,nn80_comp_0767,train,1,39,5
EXP007,NN80,NN80组件,nn80_comp_0768,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0769,train,1,28,3
EXP007,NN80,NN80组件,nn80_comp_0770,train,1,29,1
EXP007,NN80,NN80组件,nn80_comp_0771,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0772,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0773,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0774,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0775,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0776,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0777,train,1,45,5
EXP007,NN80,NN80组件,nn80_comp_0778,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0779,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0780,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0781,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0782,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0783,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0784,train,1,25,3
EXP007,NN80,NN80组件,nn80_comp_0785,train,1,35,2
EXP007,NN80,NN80组件,nn80_comp_0786,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0787,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0788,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0789,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0790,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0791,train,1,20,2
EXP007,NN80,NN80组件,nn80_comp_0792,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0793,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0794,train,1,42,3
EXP007,NN80,NN80组件,nn80_comp_0795,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0796,train,1,52,7
EXP007,NN80,NN80组件,nn80_comp_0797,train,1,31,4
EXP007,NN80,NN80组件,nn80_comp_0798,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0799,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0800,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0801,train,1,20,2
EXP007,NN80,NN80组件,nn80_comp_0802,train,1,42,4
EXP007,NN80,NN80组件,nn80_comp_0803,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0804,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0805,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0806,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0807,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0808,train,1,20,2
EXP007,NN80,NN80组件,nn80_comp_0809,train,1,19,2
EXP007,NN80,NN80组件,nn80_comp_0810,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0811,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0812,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0813,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0814,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0815,train,1,48,5
EXP007,NN80,NN80组件,nn80_comp_0816,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0817,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0818,val,1,69,10
EXP007,NN80,NN80组件,nn80_comp_0819,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0820,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0821,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0822,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0823,val,1,80,10
EXP007,NN80,NN80组件,nn80_comp_0824,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0825,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0826,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0827,test,1,13,0
EXP007,NN80,NN80组件,nn80_comp_0828,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0829,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0830,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0831,train,1,31,3
EXP007,NN80,NN80组件,nn80_comp_0832,train,1,33,4
EXP007,NN80,NN80组件,nn80_comp_0833,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0834,train,1,35,2
EXP007,NN80,NN80组件,nn80_comp_0835,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0836,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0837,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0838,train,1,42,5
EXP007,NN80,NN80组件,nn80_comp_0839,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0840,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0841,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0842,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0843,train,1,64,7
EXP007,NN80,NN80组件,nn80_comp_0844,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0845,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0846,train,1,63,9
EXP007,NN80,NN80组件,nn80_comp_0847,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0848,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0849,train,1,60,8
EXP007,NN80,NN80组件,nn80_comp_0850,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0851,train,1,26,2
EXP007,NN80,NN80组件,nn80_comp_0852,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0853,train,1,35,3
EXP007,NN80,NN80组件,nn80_comp_0854,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0855,train,1,18,2
EXP007,NN80,NN80组件,nn80_comp_0856,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0857,train,1,26,3
EXP007,NN80,NN80组件,nn80_comp_0858,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0859,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0860,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0861,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0862,train,1,33,4
EXP007,NN80,NN80组件,nn80_comp_0863,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0864,train,1,48,5
EXP007,NN80,NN80组件,nn80_comp_0865,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0866,train,1,25,2
EXP007,NN80,NN80组件,nn80_comp_0867,train,1,55,7
EXP007,NN80,NN80组件,nn80_comp_0868,train,1,44,6
EXP007,NN80,NN80组件,nn80_comp_0869,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0870,train,1,40,4
EXP007,NN80,NN80组件,nn80_comp_0871,train,1,47,6
EXP007,NN80,NN80组件,nn80_comp_0872,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0873,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0874,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0875,train,1,43,4
EXP007,NN80,NN80组件,nn80_comp_0876,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0877,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0878,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0879,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0880,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0881,train,1,33,2
EXP007,NN80,NN80组件,nn80_comp_0882,train,1,22,2
EXP007,NN80,NN80组件,nn80_comp_0883,test,1,17,0
EXP007,NN80,NN80组件,nn80_comp_0884,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0885,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0886,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0887,train,1,30,2
EXP007,NN80,NN80组件,nn80_comp_0888,val,1,128,19
EXP007,NN80,NN80组件,nn80_comp_0889,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0890,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0891,train,1,44,5
EXP007,NN80,NN80组件,nn80_comp_0892,train,1,35,2
